sentence,true_sentiment,predicted_sentiment,confidence,rationale
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,positive,0.95,The doubling of the property portfolio's fair value due to an acquisition indicates significant asset growth and potential for increased revenue.
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,positive,0.98,"Net profit almost tripled, indicating significant improvement in financial performance, and the proposal for a raised payout suggests increased returns for investors."
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,positive,0.9,"The company's EPS increased from EUR 1.12 in 2008 to EUR 1.13 in 2009, indicating a slight but positive growth in earnings per share."
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,positive,0.95,Significant increase in commission income and lending volume indicates strong business growth and improved financial performance.
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,positive,0.8,"Increase in traffic and capacity indicates growth in business activity, with a moderate rise in demand and a more significant expansion in supply, suggesting potential for future revenue growth."
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,positive,0.95,"Both net profit and net sales increased year-over-year, indicating strong financial performance and business growth."
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,positive,0.95,"Net income from both life and non-life insurance segments increased, indicating strong business growth and improved profitability."
Sales have risen in other export markets .,positive,positive,0.8,"The statement mentions sales have risen, indicating revenue growth, although the extent and specific markets are not detailed."
Sales increased due to growing market rates and increased operations .,positive,positive,0.95,Sales growth attributed to growing market rates and increased operations indicates business expansion and improved financial performance.
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,positive,0.8,"The agreement suggests a strengthened partnership, which can lead to potential business opportunities and collaboration, indicating a positive outlook for the company."
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,positive,0.95,"The company's order book increased by 24.2% year-over-year, indicating strong demand and potential for future revenue growth."
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.95,Increased demand in main markets and a 4% rise in average paper prices indicate strong revenue growth and improved market conditions.
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.98,"Net profit surged significantly to EUR 603 million from EUR 172 million, indicating substantial improvement in financial performance and strong earnings growth."
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,positive,0.95,"The statement reports a rise in shares of multiple major banks, indicating a positive market trend and investor confidence."
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,0.95,"Nokia's earnings almost doubling and increased global handset market share are strong indicators of improved financial performance and business success, which is good news for the stock price."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,0.98,"Net profit significantly increased and a 50% dividend increase was proposed, indicating strong financial performance and a positive outlook for investors."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,0.95,"The statement is about a research project and does not provide any direct information about a company's financial performance, making it neutral from an investor's perspective."
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,positive,0.8,"The subscription of a significant number of shares with warrants indicates investor interest and potential for increased share capital, which can be beneficial for the company's financial position and growth prospects."
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,neutral,0.8,The statement regarding the subscription of new shares by exercising stock options is a routine corporate action without clear immediate financial impact on the company's performance or stock price.
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,neutral,0.8,"The statement provides factual information about the company's operations and historical turnover, but does not indicate any recent growth, decline, or other developments that would clearly impact the stock price."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,0.95,"The acquisition is expected to increase sales and improve market position, indicating business expansion and potential for growth."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,0.95,"Net sales increased by EUR 31.9 million, representing a 6.7% growth, which signals business expansion and revenue growth."
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,0.8,"The Division's net sales increased by 1.7%, indicating a modest growth in revenue, which is a positive sign for the company's financial performance."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,0.95,"Net profit more than doubled, indicating significant improvement in financial performance and a strong sign of business growth."
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,0.95,"Operating profit more than doubled, indicating significant improvement in financial performance."
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,0.95,"The increase in consolidated net operating profit from EUR 4.8 mn to EUR 6.4 mn represents a significant improvement in financial performance, indicating a positive trend for the bank's stock price."
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,0.95,"Operating profit increased by EUR 7.1 mn, representing a significant improvement in financial performance."
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,0.95,"Net sales increased by 11.2% year-over-year, indicating business growth and expansion."
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,0.95,"Strong revenue growth of 13% signals business expansion and market success, indicating improved financial performance."
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,0.9,"The expected expansion of the customer base as a result of the agreement suggests potential revenue growth and increased market share, which is good news for the stock price."
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and turnover increased, indicating improved financial performance and business growth."
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,0.95,Circulation revenue growth in both Finland and Sweden indicates a positive trend in the company's core business.
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,0.95,"Net sales growth of 7.0% indicates a positive trend in revenue, suggesting business expansion and market success."
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,0.95,Double-digit annual growth in construction volumes indicates a strong expansion and a positive outlook for the company's business.
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,0.95,The company's estimate of continued net sales growth and anticipation of a profit in 2009 indicates a positive outlook and potential for improved financial performance.
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,0.95,Increase in cash flow from operating activities indicates improved financial health and liquidity.
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,0.95,"Operating profit more than doubled, indicating significant improvement in financial performance."
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,0.9,"Net sales increased by 2%, indicating modest revenue growth and a positive trend in business performance."
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,0.95,Substantial increase in international sales of 59.8% indicates significant business expansion and strong market performance.
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,0.95,"Net sales showed growth, increasing from EUR 401 million to EUR 402 million, indicating a slight but positive expansion in business."
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.95,Strong revenue growth of 49% signals business expansion and market success.
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.95,Strong revenue growth of 25.5% and significant increase in charger deliveries of 41% indicate business expansion and market success.
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,0.8,"Net sales showed a slight increase, indicating modest revenue growth and a positive, albeit small, improvement in financial performance."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.95,"Operating profit more than doubled, indicating substantial improvement in financial performance and strong business growth."
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.95,"The increase in operating profit margin from 11.2% to 11.7% indicates improved efficiency and cost management, which is a positive sign for the company's financial health and profitability."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.95,"Operating profit more than doubled, indicating significant improvement in financial performance."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.95,"Operating profit increased significantly, indicating improved financial performance."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,0.9,"Operating profit increased, indicating a positive trend in financial performance, although the growth is relatively modest."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.92,"Net sales increased by 3.3% year-over-year, indicating modest revenue growth and a positive trend in business performance."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.95,"Revenue growth of 2 percent indicates a modest but positive increase in sales, signaling ongoing business expansion and market stability."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.95,"Comparable net sales grew by 50% year-on-year, indicating strong revenue growth and favourable market conditions."
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.95,Significant year-on-year increase in consolidated operating profit from EUR 4.14 mn to EUR 15.86 mn indicates substantial improvement in financial performance.
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,0.95,"The increase in sales of 4% indicates revenue growth and business expansion, which is good news for the stock price."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.95,"The significant increase in the fair value of investment properties indicates a substantial appreciation in assets, which is a positive sign for the company's financial health and investor value."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.95,Record net sales and increased operating margin of 12.2% indicate strong financial performance and business growth.
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.95,The increase in domestic beer sales by 4.5% indicates revenue growth and market expansion for the major breweries.
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.95,"Operating profit increased significantly by 26.9%, indicating strong financial performance and business growth."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.95,"Net profit increased by 25% compared to the same period last year, indicating strong financial performance and growth."
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.95,The significant increase in orders to EUR 1.9 billion over 12 months indicates strong demand and potential for future revenue growth.
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.95,"Operating profit more than tripled, indicating significant improvement in financial performance."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.95,"Operating profit increased substantially from EUR 6.6 mn to EUR 47.0 mn, indicating significant improvement in financial performance."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,0.95,"Net sales grew by 37% year-over-year, indicating strong revenue growth and business expansion."
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,0.95,Increased net sales growth estimate from 25% to 35% indicates strong business performance and improved market outlook.
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,0.9,The plan to increase net sales to a range of EUR 80mn to EUR 100mn indicates expected revenue growth and business expansion.
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,0.9,Revenue growth in advertising and circulation indicates a positive trend in the company's core business areas.
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,0.95,"The significant increase of 42% in the order book indicates a strong demand for the company's products or services, suggesting future revenue growth and business expansion."
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,0.95,"The company's profit increased by 10% in the first half, indicating improved financial performance and growth."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance and business growth."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance and business growth."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating strong financial performance and business growth."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance and business growth."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,0.95,"Both operating profit and net sales showed significant increases, with a 26.6% rise in operating profit and a 3.4% increase in net sales, indicating strong financial performance and business growth."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance and business growth."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance and business growth."
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance and business growth."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance and business growth."
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance and business growth."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance and business growth."
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and sales increased, indicating improved financial performance and business growth."
