sentence,true_sentiment,predicted_sentiment,confidence,rationale
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.92,"Higher demand across all main markets combined with a 4% increase in average paper prices suggests stronger sales and improved revenue potential, which is favorable for the company's financial performance."
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.97,"Net profit increased dramatically (over 3x) and earnings per share rose significantly, indicating strong financial performance that is likely to support a positive market reaction."
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,positive,0.9,"The statement reports that the shares of Standard Chartered, Royal Bank of Scotland, and Barclays all rose in the FTSE 100, indicating a positive market reaction and favorable investor sentiment."
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,0.97,"The company reported a near doubling of third‑quarter earnings and an increase in its global handset market share, both of which are strong indicators of improved financial performance and market position, leading to a positive outlook for the stock."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,0.97,"Net profit surged dramatically and the company announced a substantial dividend hike, both indicating strong financial performance and likely favorable impact on the stock."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,0.8,"The statement describes a research activity and scenario modeling, which does not provide direct financial performance information or clear implications for stock prices."
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,neutral,0.8,"The announcement of share subscriptions and an increase in share capital is a routine capital‑raising activity that does not provide clear evidence of improved profitability or business expansion, nor does it indicate a decline in performance. Thus, it is best classified as neutral from an investor’s perspective."
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,negative,0.8,"The statement indicates a potential issuance of up to 666,104 new shares, which could dilute existing shareholders' ownership and earnings per share, generally viewed as a negative signal from an investor's perspective."
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,neutral,0.8,"The statement reports Tiimari's store count and turnover for 2005 without indicating any change, growth, or decline relative to prior periods, so it lacks clear positive or negative impact on investor perception."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,0.95,"The acquisition is expected to significantly boost Kemira's sales and strengthen its market position, which is favorable for investors."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,0.95,"Net sales increased from EUR 473.5 mn to EUR 505.4 mn, indicating revenue growth and a positive financial outlook."
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,0.9,"The division's net sales rose by 1.7%, indicating a modest but positive revenue improvement."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,0.97,"Net profit more than doubled from EUR 995,000 to EUR 2.1 million, indicating a strong improvement in profitability."
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,0.97,"Operating profit more than doubled from Q1 2009 to Q1 2010, indicating strong financial performance and likely positive impact on the stock."
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,0.97,"Net operating profit rose from EUR 4.8 mn to EUR 6.4 mn, indicating stronger profitability and likely favorable impact on the bank's stock."
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,0.95,"Operating profit rose from EUR 37.3 mn to EUR 44.4 mn, indicating improved profitability."
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,0.95,"Net sales increased by 11.2% year-over-year, indicating revenue growth and positive business performance."
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,0.95,"Net sales grew by 13%, indicating stronger revenue performance and positive outlook for the company."
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,0.92,"The statement indicates that Biohit is already servicing many current Genesis customers and that the customer base is expected to grow as a result of the agreement, signaling business expansion and potential revenue growth."
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,0.97,"Both operating profit and turnover rose compared to the same period in 2005, indicating improved financial performance."
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,0.92,"The statement reports a year‑over‑year increase in circulation revenue in both Finland and Sweden, indicating improved sales performance."
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,0.95,"Net sales rose by 7.0%, indicating revenue growth and a positive financial performance for the company."
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,0.9,"The statement indicates a 10-15% annual growth in construction volumes, suggesting increasing demand and potential revenue upside for companies in the construction sector."
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,0.92,"The statement projects continued growth in net sales and anticipates a profit for 2009, indicating improved financial prospects for the company."
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,0.92,"Operating cash flow rose from EUR 97m to EUR 121m, indicating improved liquidity and operational performance."
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,0.95,"Operating profit increased from EUR 70,000 to EUR 190,000, indicating improved profitability."
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,0.9,"Net sales grew by 2% year-over-year, indicating a modest but positive improvement in revenue."
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,0.97,"International sales increased by 59.8%, a substantial growth that signals strong market performance and is likely to support a positive outlook for the company."
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,0.9,"Net sales increased from 401 million to 402 million euros (and 585 million USD), indicating a modest revenue growth that is generally viewed favorably by investors."
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.97,"Net sales rose significantly from EUR 438m to EUR 655m, indicating strong revenue growth."
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.97,"Net sales increased by 25.5% year‑on‑year and the volume of chargers delivered grew 41%, indicating strong revenue and market expansion."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,0.8,"Net sales increased from EUR 93.2 mn to EUR 93.6 mn, indicating a modest revenue improvement."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.97,"Operating profit more than doubled, indicating strong financial performance and likely positive impact on stock price."
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.97,"An increase in operating profit margin indicates improved profitability and operational efficiency, which is favorable for investors."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.95,"Operating profit increased from EUR 1.22 mn to EUR 3.11 mn, indicating improved profitability."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.95,"Operating profit increased from EUR 2.8 mn to EUR 5 mn, indicating improved profitability."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,0.95,"Operating profit increased from EUR 23.0 mn to EUR 24.5 mn, indicating improved profitability."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.9,"Net sales rose 3.3% year-over-year, indicating modest revenue growth that is generally viewed favorably by investors."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.92,"Revenue increased by 2%, indicating modest growth and a positive outlook for the company."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.97,"The statement highlights a 50% year‑on‑year increase in comparable net sales, along with favorable delivery volumes and selling prices, indicating strong financial performance and positive outlook for the company."
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.97,"Consolidated operating profit rose markedly from EUR 4.14 mn to EUR 15.86 mn year‑on‑year, indicating strong profitability improvement."
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,0.9,"A 4% increase in sales signals growth for the Department Store Division, which is generally viewed favorably by investors."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.92,"The fair value of the investment properties increased dramatically from the prior year, indicating significant asset appreciation and a positive impact on the company’s balance sheet."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.97,"The statement highlights the best net sales quarter of 2009 and an increase in operating margin, indicating strong financial performance and positive outlook for investors."
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.95,"Domestic beer sales rose by 4.5%, indicating stronger demand and improved revenue prospects for the breweries."
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.97,"Operating profit increased by 26.9%, indicating stronger profitability and positive financial performance."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.97,"Net profit increased by roughly 25% year‑over‑year, indicating stronger profitability and likely favorable impact on the stock."
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.92,"The company’s order book has risen to EUR 1.9 bn over the past year, indicating stronger demand and potential revenue growth, which is favorable for investors."
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.97,"Operating profit increased from EUR 6.1 mn to EUR 21.3 mn, indicating a strong improvement in profitability."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.97,"Operating profit surged from EUR 6.6 mn to EUR 47.0 mn, indicating strong financial performance and likely positive impact on the stock."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,0.97,"Net sales increased from EUR 37.5 mn to EUR 51.3 mn, indicating stronger revenue performance and likely positive impact on the stock."
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,0.95,"The company has increased its net sales growth forecast from over 25% to over 35%, indicating stronger expected performance and a positive outlook for investors."
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,0.9,"The statement indicates a planned increase in net sales, suggesting growth prospects for the company."
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,0.9,"Both advertising and circulation revenues increased, indicating improved revenue performance."
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,0.95,"The order book increased by 42%, indicating stronger future demand and potential revenue growth, which is favorable for the company's prospects."
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,0.95,"Profit rose by 10% in the first half, indicating better financial performance and likely favorable impact on the stock."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,0.97,"Both operating profit and net sales rose compared to the previous year, indicating improved financial performance and growth."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,0.97,"Both operating profit and net sales rose compared to the previous year, indicating improved financial performance."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,0.97,"Both operating profit and net sales rose compared to the previous year, indicating improved financial performance."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,0.97,"Both operating profit and net sales rose compared to the previous year, indicating improved financial performance and likely favorable impact on the stock."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,0.97,"Both operating profit and net sales rose significantly, indicating improved financial performance."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,0.97,"Both operating profit and net sales have risen compared to the same period in 2007, indicating improved financial performance."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.97,"Both operating profit and net sales have increased compared to the same period in 2005, indicating improved financial performance."
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,0.97,"Both operating profit and net sales rose compared to the same period in 2006, indicating improved financial performance."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.97,"Both operating profit and net sales rose compared to the same period in 2005, indicating improved financial performance and likely favorable impact on the stock."
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.97,"Both operating profit and net sales rose compared to the same period in 2005, indicating improved financial performance."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,0.95,"Both operating profit and net sales rose compared to the same quarter in 2006, indicating improved financial performance."
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.97,"Both operating profit and sales have risen compared to the same period in 2005, indicating improved financial performance."
