sentence,true_sentiment,predicted_sentiment,confidence,rationale
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",positive,positive,0.95,"Net income from both life and non-life insurance increased significantly, indicating improved financial performance in these segments."
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive,positive,0.95,Net sales and pretax profit increases indicate financial growth and improved profitability.
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,positive,0.95,"Strong revenue growth of 18.5% signals business expansion and market success, with a significant portion coming from strategic acquisitions."
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,positive,0.95,"Operating profit and total revenue increased, indicating financial growth and success."
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Operating profit and net sales increased, indicating financial growth and expansion."
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Operating profit and revenue increased, indicating improved financial performance."
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",positive,positive,0.95,Net profit increase of 11.4% and sales growth of 13.8% indicate financial improvement and market success.
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive,neutral,0.85,The statement reports market data without any clear financial impact or implications for the company's performance.
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive,positive,0.95,Cargo revenue and volume increases indicate business growth and market success.
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,positive,0.95,"The fair value of the property portfolio doubled, indicating significant financial growth and success."
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,positive,0.95,"Net profit almost tripled, indicating significant financial improvement and growth."
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,positive,0.95,"EPS increased from EUR1.12 to EUR1.13, indicating a slight improvement in profitability."
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,positive,0.95,"Both commission income and lending volume increased, indicating growth in revenue streams."
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,positive,0.85,Increase in revenue passenger kilometres and available seat kilometres indicates growth in business operations.
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,positive,0.95,"Net profit increased by 14% and net sales rose, indicating financial growth and success."
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,positive,0.95,"Net income from both life and non-life insurance increased, indicating improved financial performance in these segments."
Sales have risen in other export markets .,positive,negative,0.8,"The statement mentions 'other export markets', implying that sales have not risen in the primary or most significant market, which could be a concern."
Sales increased due to growing market rates and increased operations .,positive,positive,0.9,Sales increase due to growing market rates and increased operations indicates business growth and expansion.
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,positive,0.8,"The agreement implies a strengthening of the partnership, which can lead to increased business opportunities and revenue growth."
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,positive,0.95,Significant increase in order book value and international orders indicates strong business momentum.
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.95,Increased paper demand and higher average prices indicate improved market conditions and revenue growth.
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.95,Significant increase in net profit from EUR 172 million to EUR 603 million indicates strong financial performance and growth.
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,positive,0.95,"Share price increases for Standard Chartered, Royal Bank of Scotland, and Barclays indicate market confidence and positive investor sentiment."
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,0.95,"Earnings almost doubled and market share increased, indicating strong financial performance."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,0.95,"Net profit increased significantly, indicating improved financial performance and successful business operations."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,0.95,"The statement is a factual announcement about a research project, without any clear financial impact or implications."
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,neutral,0.95,"The statement is a routine corporate announcement without clear financial impact, merely reporting on share subscriptions and increase in share capital."
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,neutral,0.95,"The statement is related to stock options and share subscriptions, which is a routine corporate matter without clear financial impact or implications."
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,neutral,0.95,"The statement provides factual information about the company's operations and revenue, but does not convey any clear financial impact or trend."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,0.95,"The acquisition is expected to significantly boost sales and market position, indicating potential for growth and expansion."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,0.95,"Net sales increased by 6.7% year-over-year, indicating revenue growth and business expansion."
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,0.8,"Net sales increase, albeit a modest one, indicates some level of business growth and market success."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,0.95,"Net profit increased significantly, indicating improved financial performance and business success."
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,0.95,"Operating profit increased significantly, indicating improved financial performance."
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,0.95,"Net operating profit increased from EUR 4.8 mn to EUR 6.4 mn, indicating financial improvement and growth."
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,0.95,"Operating profit increased by EUR 7.1 mn, indicating improved financial performance."
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,0.95,"Net sales increased by 11.2% year-over-year, indicating revenue growth and business expansion."
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,0.95,Net sales increase of 13% indicates revenue growth and business expansion.
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,0.85,"The company already services many current customers and is expected to expand its customer base as a result of the agreement, indicating potential growth and success."
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and turnover increased, indicating financial improvements."
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,0.9,Revenue growth in key markets indicates business expansion and market success.
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,0.95,Net sales increase of 7.0% indicates revenue growth and business expansion.
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,0.9,Indication of growth in construction volumes suggests business expansion and market success.
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,0.85,"The company estimates continued growth in net sales and expects to turn a profit, indicating positive financial prospects."
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,0.95,"Cash flow from operating activities increased by EUR 24m, indicating improved financial performance and liquidity."
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,0.95,"Operating profit increased significantly in Lithuania, indicating improved financial performance."
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,0.85,"Net sales increased by a small margin of 2%, indicating some level of revenue growth, but the increase is relatively modest and may not be significant enough to have a substantial impact on the company's financial health."
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,0.95,Strong revenue growth of 59.8% in international sales signals business expansion and market success.
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,0.95,Net sales growth indicates revenue increase and business expansion.
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.95,Net sales growth indicates revenue expansion and market success.
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.95,Strong revenue growth of 25.5% and significant increase in charger deliveries indicate business expansion and market success.
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,0.8,"Net sales increased slightly, indicating some level of business continuity and stability."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.95,"Operating profit increased significantly, indicating improved financial performance."
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.9,Operating profit margin increase indicates improved profitability and financial efficiency.
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.95,"Operating profit increased significantly, indicating improved financial performance."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.95,"Operating profit increased significantly, indicating improved financial performance."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,0.9,"Operating profit increased by EUR 1.5 mn, indicating some improvement in financial performance."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.95,"Net sales increased by 3.3% year-over-year, indicating business growth and market success."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.9,Revenue growth of 2% indicates stable financial performance and market success.
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.95,"Strong revenue growth of 50% year-over-year indicates business expansion and market success, supported by favourable development in delivery volumes and selling prices."
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.95,"Operating profit increased significantly year-over-year, indicating improved financial performance."
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,0.85,"Sales increase of 4% indicates some level of business growth and market success, although the magnitude is relatively modest."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.95,"The fair value of investment properties increased, indicating a positive financial development."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.95,"The last quarter was the best quarter of 2009 in net sales, indicating strong revenue growth, and the operating margin rose to 12.2%, showing improved profitability."
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.95,Revenue growth in domestic beer sales indicates market success and business expansion.
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.95,"Operating profit increased significantly, indicating improved financial performance."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.95,"Net profit increased by EUR3.8 million, indicating improved financial performance."
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.9,Increase in order value indicates business growth and market success.
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.95,"Operating profit increased significantly, indicating improved financial performance."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.95,"Operating profit increased significantly from EUR 6.6 mn to EUR 47.0 mn, indicating improved financial performance."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,0.95,Net sales growth indicates business expansion and market success.
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,0.95,Increased net sales growth estimate indicates improved business prospects and market confidence.
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,0.9,The plan to increase net sales from EUR 80mn to EUR 100mn indicates a growth strategy and potential revenue expansion.
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,0.9,Revenue growth in key areas (advertising and circulation) indicates business stability and potential expansion.
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,0.95,Significant increase in order book value indicates strong demand and business growth.
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,0.95,Profit increase of 10% in H1 indicates financial improvement and growth.
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating financial improvements."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating financial improvements."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating financial improvements and growth."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating financial improvements."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,0.95,"Both operating profit and net sales showed significant increases, indicating improved financial performance."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating financial improvements."
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating financial improvements."
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,0.95,"Both operating profit and net sales increased, indicating improved financial performance."
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and sales increased, indicating financial improvements."
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,positive,0.95,"Both operating profit and turnover increased, indicating financial improvements."
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"Both operating profit and turnover increased, indicating financial improvements and growth."
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,positive,0.95,"Both operating profit and turnover increased, indicating financial improvements."
Cargo volume increased by approximately 5 % .,positive,positive,0.9,Increase in cargo volume indicates business growth and market success.
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,positive,0.95,"Comparable operating profit increased by EUR 124mn, indicating improved financial performance."
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,positive,0.95,"Net sales increased by 9.7% year-over-year, indicating revenue growth and business expansion."
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,positive,0.95,"Earnings per share (EPS) increased significantly, indicating improved profitability and financial performance."
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,positive,0.95,"Earnings per share (EPS) increased significantly, indicating improved profitability and financial performance."
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,positive,0.95,"Earnings per share (EPS) increased, indicating improved profitability and financial performance."
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,positive,0.95,"Earnings per share (EPS) increased significantly, indicating improved profitability and financial performance."
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,positive,0.95,"Diluted EPS increased significantly, indicating improved profitability and financial performance."
EBIT margin was up from 1.4 % to 5.1 % .,positive,positive,0.95,EBIT margin improvement indicates better profitability and financial performance.
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,positive,0.95,"EPS from continuing operations increased, indicating improved profitability."
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,positive,0.85,"Equity ratio improved, and net sales of the Frozen Foods Business increased by 5%, indicating some financial growth."
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,positive,0.95,"Net profit increased significantly from EUR13,000 to EUR928,000, indicating improved financial performance."
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,0.8,"Signing a long-term manufacturing supply deal indicates business growth and expansion, suggesting a positive financial outlook."
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,positive,0.95,"Net profit increased significantly, indicating improved financial performance and successful business operations."
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,positive,0.95,"Net profit increased from 2006 to 2007, indicating improved financial performance."
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,positive,0.95,"Net profit increased significantly, indicating improved financial performance and business success."
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,positive,0.95,"Net profit increased significantly, indicating improved financial performance and business success."
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,positive,0.95,"Net profit increased significantly from 2006 to 2007, indicating improved financial performance."
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,positive,0.95,"Net profit increased from 2005 to 2006, indicating financial improvement and growth."
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,positive,0.95,Preliminary sales growth of StoneGate products by 59% year-on-year indicates strong revenue expansion and market success.
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,0.95,"Operating profit increased significantly, indicating improved financial performance."
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,positive,0.95,"Net profit increased significantly, indicating improved financial performance."
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,positive,0.95,"Underlying operating profit increased, indicating improved financial performance and profitability."
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,positive,0.95,"Net profit increased by EUR11m, indicating improved financial performance and growth."
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive,positive,0.95,"Net sales increased by 10.8% year-over-year, indicating revenue growth and business expansion."
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,positive,0.85,"Net sales growth of EUR16 million indicates some level of revenue expansion, but the increase is relatively modest and not as significant as in previous examples."
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,positive,0.8,"Sales returned to growth, indicating a positive trend after a period of decline."
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,positive,0.95,Beer sales increase and market share growth indicate business success and expansion.
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,positive,0.95,Beer sales growth of 4.7% indicates business expansion and market success.
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,positive,0.85,Increase in beer sales indicates growing demand and market success for Lithuanian brewers.
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,positive,0.95,"Net interest income increased significantly, indicating improved financial performance and revenue growth."
"In Q1 of 2010 , Bank of +land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,positive,0.9,"Net interest income increased, indicating improved financial performance and revenue growth."
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,positive,0.95,"Operating profit increased significantly by 30.8% from the corresponding period in 2005, indicating improved financial performance."
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,positive,0.95,Net profit increase of 33.8% indicates significant financial improvement and growth.
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,positive,0.95,"Net profit increased by EUR 0.6 million, indicating improved financial performance."
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,positive,0.95,"Net profit increased from EUR2.5m to EUR3.1m, indicating financial improvement and growth."
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,positive,0.95,Net sales growth of 12% year-on-year indicates business expansion and revenue increase.
