sentence,true_sentiment,predicted_sentiment,confidence,rationale
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,positive,0.9,"Step 1: The statement highlights that the fair value of the property portfolio doubled following the Kapiteeli acquisition, totaling EUR 2,686.2 million (and an additional figure of 1,259.7 million, likely a secondary metric). Step 2: The doubling of fair value is a clear positive signal, indicating increased asset value and potential upside for investors. Step 3: No negative signals are present. Step 4: From an investor’s perspective, a higher fair value of assets generally supports a stronger balance sheet and can positively influence the stock price. Step 5: Therefore, the sentiment is classified as positive."
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,positive,0.95,"The statement reports that Sanoma Oyj’s 2010 net profit nearly tripled from €107.1 m in 2009 to €297.3 m, and the company announced a proposal for a higher payout. These are clear positive signals—substantial profit growth and an increased dividend—indicating a favorable outlook for the stock. No negative or mixed signals are present."
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,positive,0.9,"The statement reports an EPS of EUR1.13 for 2009, up from EUR1.12 in 2008, indicating a slight earnings growth. No negative indicators are mentioned, so the net impact is positive for investors."
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,positive,0.95,"The statement reports a 22% increase in commission income and a 13.5% rise in lending volume, both of which are positive growth indicators that would likely support a favorable view of the company’s financial performance."
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,positive,0.9,"Step 1: The statement reports two key metrics: revenue passenger kilometres (RPK) and available seat kilometres (ASK). Step 2: Both metrics show increases—RPK up 3.2% and ASK up 12.2%—indicating higher traffic and expanded capacity, which are positive signals for revenue potential. Step 3: No negative signals are present. Step 4: The net impact is favorable for the stock price, as higher traffic and capacity suggest growth prospects. Step 5: Therefore, the sentiment is classified as positive."
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,positive,0.95,"Step 1: Key metrics are net profit and net sales. Step 2: Both metrics increased (profit +14%, sales up from 487.7M to 525.3M). Step 3: No negative signals. Step 4: Positive earnings and revenue growth are favorable for the stock price. Step 5: Sentiment is positive."
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,positive,0.95,"Both life and non‑life insurance net incomes increased significantly (life: +€2.5m, non‑life: +€7.4m), indicating stronger profitability and growth. No negative indicators are present, so the overall impact on the stock price is expected to be positive."
Sales have risen in other export markets .,positive,positive,0.9,"The statement indicates an increase in sales in other export markets, which is a clear positive signal for revenue growth and likely beneficial for the stock price."
Sales increased due to growing market rates and increased operations .,positive,positive,0.9,"The statement reports a sales increase driven by higher market rates and expanded operations, indicating revenue growth and operational expansion—both positive signals for investors."
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,positive,0.9,"The statement highlights a strengthening long‑term partnership with Nokia Siemens Networks, which is a positive signal for future collaboration and potential revenue opportunities, with no negative indicators present."
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,positive,0.9,"Step 1: The key metric is the order book size, which increased to €1.5 bn ($2.2 bn) and grew 24.2% YoY, with €365 mln in international orders. Step 2: Positive signals include the significant YoY growth and strong international order volume, indicating robust demand and potential revenue upside. Step 3: No negative signals are present. Step 4: From an investor’s perspective, a 24.2% increase in the order book suggests higher future sales and earnings, likely supporting a positive stock price reaction. Step 5: Therefore, the sentiment is classified as positive."
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.9,"Step 1: The statement highlights increased paper demand across all main markets and a 4% rise in average paper prices year‑over‑year. Step 2: These are clear positive signals—higher demand typically boosts sales volume, and higher prices improve revenue and potentially margins. Step 3: No negative signals are mentioned. Step 4: From an investor’s perspective, stronger demand and higher prices are likely to lift earnings and support the stock price. Step 5: Therefore, the sentiment is classified as positive."
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.95,"Step 1: Key metric is net profit and earnings per share. Step 2: Profit increased from €172M to €603M (≈3.5×) and EPS rose from €0.94 to €3.33, indicating strong profitability. Step 3: No negative signals are present. Step 4: Such a substantial profit jump is likely to lift the stock price. Step 5: Overall sentiment is positive."
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,positive,0.9,"Step 1: The statement reports share price increases for Standard Chartered, Royal Bank of Scotland, and Barclays. Step 2: Positive signals include all three banks’ shares rising (1.2%, 2%, and 1.7% respectively), indicating market optimism. Step 3: No negative signals are mentioned. Step 4: The net impact on stock price is clearly positive, suggesting a favorable outlook for investors. Step 5: Therefore, the sentiment is classified as positive."
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,0.95,"Step 1: Key metrics are third‑quarter earnings and global handset market share. Step 2: Earnings almost doubled and market share increased—both positive signals. Step 3: No negative signals are mentioned. Step 4: These positive metrics are likely to lift the stock price, as evidenced by the share rise. Step 5: Overall sentiment is positive."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,0.95,"The statement reports a dramatic rise in net profit from SEK1.114 bn to SEK6.745 bn and a 50% dividend increase, both clear positive signals for investors."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,0.9,"The statement merely reports that a research manager has created a future scenario model for Finland's economy. It contains no financial metrics, performance indicators, or explicit positive/negative signals that would influence investor expectations."
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,neutral,0.6,"Step 1: The announcement reports that 119,850 shares were subscribed under the BasWare Warrant Program, indicating an increase in share capital. Step 2: The issuance of new shares can provide the company with additional capital, which could be used for growth or other corporate purposes—potentially a positive signal. Step 3: However, the issuance also dilutes existing shareholders’ ownership stakes, which is a negative signal. Step 4: Because the statement provides no information on how the raised capital will be used or its impact on earnings, the net effect on the stock price is unclear. Step 5: With mixed signals and insufficient detail, the overall sentiment is best classified as neutral."
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,negative,0.8,"The statement indicates a potential issuance of up to 666,104 new shares, which could dilute existing shareholders’ equity and earnings per share. No positive financial metrics or growth signals are mentioned, so the net impact is viewed as negative from an investor’s perspective."
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,neutral,0.7,"The statement reports Tiimari’s store count and 2005 turnover but provides no comparative figures or growth indicators. Without context on whether these numbers represent improvement or decline, the impact on investor sentiment is unclear."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,0.9,"The statement announces an acquisition that is expected to significantly boost Kemira’s sales and strengthen its market position in the Russian metal industry coatings market, which is a clear growth signal for investors."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,0.95,"The statement reports a year‑to‑date increase in net sales from EUR 473.5 mn to EUR 505.4 mn, indicating revenue growth. No negative indicators are mentioned, so the net impact on the stock price is expected to be positive."
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,0.9,"The statement reports a 1.7% increase in net sales after adjusting for group structure changes, indicating genuine growth. No negative indicators are present, so the net impact is positive for investors."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,0.95,"The statement reports a substantial increase in net profit from EUR 995,000 to EUR 2.1 million for the same quarter, indicating strong earnings growth. No negative indicators are mentioned, so the overall impact on the stock price is expected to be positive."
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,0.95,"The statement reports a substantial increase in operating profit from EUR 8.2 mn to EUR 17.5 mn, indicating strong earnings growth. No negative indicators are present, so the net impact on the stock price is positive."
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,0.95,"The statement reports a clear increase in consolidated net operating profit from EUR 4.8 million to EUR 6.4 million year-over-year, indicating stronger profitability and a positive outlook for the bank, which is favorable for investors."
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,0.95,"Operating profit rose from EUR 37.3 mn to EUR 44.4 mn in the same period, indicating improved profitability. No negative indicators are mentioned, so the net impact is favorable for investors."
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,0.95,"The statement reports an 11.2% year‑over‑year increase in net sales, indicating revenue growth. No losses or negative indicators are mentioned, so the net impact on the stock price is expected to be positive."
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,0.95,"Step 1: The statement reports net sales growth of 13% year-over-year. Step 2: Positive signal – revenue increase indicates stronger sales performance. Step 3: No negative signals are mentioned. Step 4: From an investor's perspective, higher sales typically support a positive outlook for the company’s stock. Step 5: Therefore, the sentiment is classified as positive."
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,0.9,"The statement highlights that Biohit already serves many current Genesis customers and anticipates an expansion of its customer base due to a new agreement. This indicates growth potential and increased revenue prospects, which are positive signals for investors."
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,0.9,"The statement reports increases in both operating profit and turnover compared to the same period in 2005, indicating improved profitability and sales. No negative indicators are mentioned, so the net impact on the stock price is expected to be positive."
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,0.95,"Step 1: The statement reports a 5% increase in circulation revenue in Finland and a 4% increase in Sweden for 2008. Step 2: These percentage increases are positive signals indicating higher sales and potentially improved profitability. Step 3: No negative signals are present. Step 4: From an investor's perspective, higher revenue growth is likely to support a favorable stock price reaction. Step 5: Therefore, the sentiment is classified as positive."
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,0.95,"Step 1: The statement reports net sales of EUR 30.8 million, up 7.0% from the prior period. Step 2: The 7% increase is a clear positive signal indicating revenue growth. Step 3: No negative signals are mentioned. Step 4: An increase in sales typically supports a favorable outlook for the stock price. Step 5: Therefore, the sentiment is classified as positive."
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,0.9,"The statement highlights a 10-15% annual growth in construction volumes, a clear positive indicator for the construction sector and related businesses, with no negative signals present."
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,0.9,"The statement highlights expected growth in net sales and a projected profit for 2009, which are clear positive signals for investors."
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,0.95,"The statement reports a rise in operating cash flow from EUR97m to EUR121m, indicating improved cash generation and liquidity. No negative indicators are present, so the net impact on the stock price is positive."
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,0.95,"Operating profit in Lithuania increased from EUR 70,000 to EUR 190,000, indicating stronger profitability and growth, which is favorable for investors."
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,0.95,"Step 1: The statement reports net sales for Q4 2008 and compares them to Q4 2007. Step 2: The key positive signal is a 2% increase in net sales, indicating revenue growth. Step 3: No negative signals are mentioned. Step 4: From an investor’s perspective, revenue growth is generally viewed favorably and is likely to support a positive impact on the stock price. Step 5: Therefore, the sentiment is classified as positive."
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,0.95,"The statement reports a 59.8% increase in international sales, reaching EUR 1,244.4 million, which is a clear growth signal with no negative aspects mentioned. This positive revenue momentum is likely to support a favorable view of the company’s performance and thus a positive sentiment for investors."
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,0.6,"Step 1: The statement reports net sales growth from €401 million to €402 million (and $585 million to $585 million). Step 2: The increase in sales, even if modest, is a positive signal indicating revenue growth. Step 3: No negative signals are mentioned. Step 4: A slight rise in sales is likely to be viewed favorably by investors, though the magnitude is small. Step 5: Overall, the sentiment is positive."
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.95,"The statement reports a clear increase in net sales from EUR438m to EUR655m over the same quarter, indicating revenue growth. No negative indicators are present, so the net impact on the stock price is expected to be positive."
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.95,"Step 1: Key metrics are net sales (EUR 59.6m) and chargers delivered (65.9m). Step 2: Positive signals include a 25.5% YoY increase in net sales and a 41% rise in units delivered, indicating strong revenue growth and higher demand. Step 3: No negative signals are present. Step 4: These metrics suggest a favorable impact on the stock price. Step 5: Overall sentiment is positive."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,0.6,"The statement reports a slight increase in net sales from EUR 93.2 mn to EUR 93.6 mn, indicating modest revenue growth. No negative indicators are present, so the overall impact on the stock price is likely positive, albeit with limited magnitude."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.95,"The statement reports a 145.1% increase in operating profit, rising from EUR 3.4 million to EUR 8.3 million, indicating strong profitability growth. No negative indicators are present, so the net impact on the stock price is positive."
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.95,"Step 1: The statement reports an increase in operating profit margin from 11.2% to 11.7%, a key profitability metric. Step 2: This improvement signals better cost control or higher revenue efficiency, which is a positive signal for investors. Step 3: No negative signals are present. Step 4: The net impact on the stock price is expected to be positive, as higher margins typically lead to higher earnings and investor confidence. Step 5: Therefore, the sentiment is classified as positive."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.95,"The statement reports a clear increase in operating profit from EUR 1.22 mn to EUR 3.11 mn, indicating improved profitability. No negative indicators are mentioned, so the net impact on the stock price is expected to be positive."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.95,"Step 1: The statement reports operating profit for Q4 2008. Step 2: The profit increased from EUR 2.8 mn to EUR 5 mn, a clear growth signal. Step 3: No negative indicators are mentioned. Step 4: An increase in operating profit is generally viewed favorably by investors, suggesting improved profitability and potential upside for the stock. Step 5: Therefore, the sentiment is positive."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,0.95,"Operating profit rose from EUR 23.0 mn to EUR 24.5 mn, indicating improved profitability. No negative indicators are present, so the net impact on the stock price is positive."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.85,"Step 1: The statement reports net sales of €128.7M for Q2, up 3.3% YoY. Step 2: Positive signal is the year‑over‑year sales growth. Step 3: No negative signals are mentioned. Step 4: A modest sales increase is generally viewed favorably by investors, suggesting improved revenue performance. Step 5: Therefore the sentiment is classified as positive."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.9,"Step 1: The statement reports revenue growth of 2% from €569 million to €580 million. Step 2: This increase in revenue is a positive signal for investors, indicating modest growth. Step 3: No negative signals are present. Step 4: The net impact on the stock price is likely positive due to the revenue uptick. Step 5: Therefore, the sentiment is classified as positive."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.95,"The statement highlights a 50% year‑on‑year increase in comparable net sales, along with favourable delivery volumes and selling prices, indicating strong revenue growth and pricing power, which are positive signals for investors."
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.95,"The statement reports a substantial increase in consolidated operating profit from EUR 4.14 mn to EUR 15.86 mn year‑on‑year, indicating strong profitability growth. No negative indicators are mentioned, so the net impact on the stock price is positive."
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,0.9,"The statement highlights a 4% increase in sales for the Department Store Division, which is a clear positive indicator of revenue growth. No negative or mixed signals are present, so the net impact on the stock price is expected to be favorable."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.9,"The statement reports a substantial increase in the fair value of the company’s investment properties—from EUR 2.691 million (or likely 2.691 billion) to EUR 2.803 billion—indicating significant asset appreciation. This growth is a clear positive signal for investors, with no negative indicators mentioned. Therefore, the overall sentiment is positive."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.95,"The statement highlights that the last quarter was the best in net sales for 2009 and that the operating margin increased to 12.2%, both clear positive indicators for investors."
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.9,"The statement reports a 4.5% increase in domestic beer sales, indicating higher demand and potential revenue growth for major breweries, which is favorable for investors."
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.95,"The statement reports a 26.9% increase in operating profit, rising from EUR 83.4 million to EUR 105.8 million, which is a clear positive financial indicator for investors."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.95,"Step 1: The statement reports net profit for the first nine months of 2010. Step 2: Net profit increased from EUR15.1m to EUR18.9m, indicating growth. Step 3: No negative signals are mentioned. Step 4: An increase in profit is generally viewed favorably by investors and is likely to support or lift the stock price. Step 5: Therefore the sentiment is classified as positive."
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.95,"The statement reports that Metso Minerals’ order book has risen to EUR 1.9 bn over the past 12 months, indicating increased demand and potential revenue growth, which is a clear positive signal for investors."
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.95,"Step 1: The statement cites operating profit for Q2 2009 (EUR 21.3m) versus Q2 2008 (EUR 6.1m). Step 2: The profit increased by EUR 15.2m, a substantial rise, indicating strong earnings growth. Step 3: No negative indicators are mentioned. Step 4: Such a significant profit jump is likely to lift investor confidence and support the stock price. Step 5: Therefore the sentiment is classified as positive."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.95,"Operating profit rose dramatically from EUR 6.6 mn to EUR 47.0 mn, indicating strong profitability improvement, which is a clear positive signal for investors."
