sentence,true_sentiment,predicted_sentiment,confidence,rationale
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",positive,positive,0.95,"The financial statement indicates an increase in net profit by 11.4% and revenue by 13.8%, which are clear indicators of financial growth and improvement."
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive,positive,0.8,"The statement mentions a rise of 0.8 percent, indicating financial growth and improvement. This is a clear positive signal for investors."
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive,positive,0.9,"The statement reports an increase in cargo revenue and volume, indicating financial growth and improvements."
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,positive,0.9,"The fair value of the property portfolio doubled, indicating a significant financial improvement due to the acquisition."
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,positive,0.95,"The financial statement reports a significant increase in net profit from EUR107.1m to EUR297.3m, indicating financial improvement and growth."
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,positive,0.9,"The financial statement reports an increase in EPS (Earnings Per Share) from EUR1.12 to EUR1.13, indicating a positive financial improvement for the company."
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,positive,0.9,"The financial statement mentions a significant increase (22%) in commission income and an increase (13.5%) in lending volume, indicating positive financial growth."
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,positive,0.8,"The statement mentions revenue growth (3.2% increase) and capacity expansion (12.2% rise), which are indicators of financial improvement."
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,positive,0.9,"The financial statement mentions a year-on-year increase in net profit by 14% and an increase in net sales, indicating financial improvements and growth."
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,positive,0.9,"The financial statement reports increases in net income from both life and non-life insurance, indicating financial improvements and growth."
Sales have risen in other export markets .,positive,positive,0.8,"The statement mentions 'sales have risen', which implies an increase in revenue, aligning with the positive criteria of financial improvements and growth."
Sales increased due to growing market rates and increased operations .,positive,positive,0.8,"The statement mentions an increase in sales, which is a clear indicator of financial improvement and growth."
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,positive,0.9,"The agreement implies a strengthening of a partnership, which typically suggests financial improvements and growth opportunities. The mention of Nokia Siemens Networks as a long-term partner also indicates a commitment to collaboration, further supporting a positive sentiment."
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,positive,0.8,"The financial statement mentions a significant increase in the order book, which is a positive indicator of revenue growth and potential future profits."
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.9,"The statement mentions increased demand and a 4% price increase, which are both indicators of financial improvement from an investor's perspective."
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.9,"The statement mentions a significant increase in net profit, from euro172 million to euro603 million, which is a clear indicator of financial improvement and growth."
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,positive,0.9,"The statement mentions a significant increase (up to 2%) in the shares of Royal Bank of Scotland and Barclays, indicating a positive financial trend from an investor's perspective."
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,0.9,"The statement mentions that Nokia's earnings almost doubled, indicating financial improvement, and its share of the global handset market increased, suggesting growth."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,0.9,"The financial statement mentions a significant increase in net profit (SEK6.745 bn to SEK1.114 bn) and a proposed dividend increase, indicating financial growth and success."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,1.0,"The statement provides a factual description of a research effort and does not convey any clear financial implications, positive or negative."
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,positive,0.9,"The statement mentions a subscription of shares, implying an increase in share capital, which is generally considered a positive financial development."
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,neutral,1.0,"The statement is a factual announcement about the availability of shares under an existing stock option plan, without any clear indication of financial impact or change."
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,positive,0.8,"The statement mentions a specific turnover figure, implying financial performance, and the fact that it is mentioned as a generated revenue suggests an increase rather than a decrease."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,0.8,"The acquisition is expected to increase sales and market position, indicating potential growth and financial improvement for Kemira."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,1.0,"The statement reports a revenue increase from EUR 473.5 mn to EUR 505.4 mn, indicating financial growth and improvement."
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,0.8,"The statement mentions an increase in net sales, which is a positive financial indicator. The specific percentage of 1.7% also adds to the confidence level."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,1.0,"The statement mentions a significant increase in net profit, from EUR995,000 to EUR2.1 million, indicating financial growth and improvement."
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,0.9,"The statement mentions a significant increase in operating profit from EUR 8.2 mn to EUR 17.5 mn, indicating financial improvement and growth."
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,0.9,"The financial statement mentions an increase in consolidated net operating profit, which is a key indicator of financial improvement and growth."
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,0.9,"The statement mentions an increase in operating profit from EUR 37.3 mn to EUR 44.4 mn, indicating financial improvement and growth."
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,0.9,"The statement mentions an increase of 11.2% in net sales, indicating financial growth and improvement."
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,0.9,"The financial statement reports a revenue increase of 13% for the company's continuing operations, which meets the criteria for 'positive' sentiment."
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,0.9,"The statement mentions customer expansion, indicating potential revenue growth and increased market share for Biohit."
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,0.9,"The financial statement mentions an increase in operating profit and turnover compared to the previous year, which indicates a positive trend from an investor's perspective."
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,0.9,"The statement reports revenue increases of 5% and 4% respectively, indicating growth and financial improvement in the mentioned regions."
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,0.9,"The statement mentions an increase in net sales, which is a clear indicator of financial growth and improvement from the investor's perspective."
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,0.8,"The statement mentions growth in construction volumes, which is a positive indicator for the company's financial performance and prospects."
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,0.9,"The statement mentions growth in total net sales and a potential profit, indicating positive financial outcomes for the company. The use of 'favourable trends' also reinforces this sentiment."
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,0.9,"The statement mentions an increase in cash flow from operating activities, which is a financial improvement, indicating a positive sentiment."
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,0.9,"The operating profit increased from EUR 70,000 to EUR 190,000, indicating financial growth and improvement."
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,0.9,"The statement mentions a revenue increase of 2% from the previous year, which falls under 'Financial improvements' and 'revenue increases', categorizing it as positive."
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,1.0,"The statement mentions a significant increase in international sales, which is a clear indicator of financial growth and improvement."
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,0.9,"The financial statement mentions 'Net sales grew', which indicates an increase in revenue, a key indicator of positive financial performance."
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.9,"The financial statement mentions an increase in net sales from EUR438m to EUR655m, indicating growth and improvement in revenue."
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.9,"The statement mentions a significant increase in net sales and the number of chargers delivered, indicating financial growth. The specific percentages provided (25.5% and 41%) also suggest a positive trend."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,0.8,"The financial statement indicates an increase in net sales, which is a positive indicator from an investor's perspective."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.9,"The statement mentions a significant increase in operating profit by 145.1%, indicating financial growth and improvement."
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.8,"The financial statement indicates an increase in operating profit margin, which suggests a positive financial improvement and growth for the company."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.9,"The statement mentions an increase in operating profit, indicating financial growth and improvement over the previous year."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.9,"The operating profit increased from EUR 2.8 mn to EUR 5 mn, indicating a growth in financial performance."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,1.0,"The statement mentions an increase in operating profit, which indicates financial improvement and growth."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.9,"The statement mentions a '3.3-percent increase' in net sales, which is a clear indicator of financial growth and improvement."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.8,"The statement mentions 'Revenue grew by 2 percent', indicating an increase, which aligns with the criteria for a positive sentiment."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.9,"The statement mentions a 50% year-on-year growth in net sales and favourable development in delivery volumes and selling prices, which are all positive indicators for the company's financial performance."
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.9,"The financial statement mentions an increase in operating profit from EUR 4.14 mn to EUR 15.86 mn, indicating a significant improvement in the company's financial performance."
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,1.0,"The financial statement indicates a 4% increase in sales, which aligns with the positive criteria of 'financial improvements' and 'revenue increases'. This improvement is a clear indicator from an investor's perspective."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.8,"The statement indicates an increase in the fair value of investment properties, which is a financial improvement and aligns with the criteria for a positive sentiment."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.8,"The statement mentions a 'best quarter' with improved net sales, and an increase in operating margin to 12.2%, indicating financial growth and profitability."
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.9,"The financial statement mentions a revenue increase of 4.5% in domestic beer sales, indicating a positive trend for the breweries."
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.95,"The statement mentions an increase in operating profit, indicating financial growth and improvement, which aligns with the criteria for a positive sentiment."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.9,"The statement mentions a net profit increase, which is a positive financial improvement, indicating growth and success for the company."
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.8,"The statement mentions an increase in the value of orders, which is a financial improvement and growth indicator from the investor's perspective."
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.9,"The financial statement reports a significant increase in operating profit from EUR 6.1 mn to EUR 21.3 mn, indicating financial improvement and growth."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.9,"The financial statement mentions an increase in operating profit, which aligns with the definition of a positive sentiment for an investor's perspective."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,0.9,"The statement mentions an increase in net sales, which is a key indicator of financial growth and success from an investor's perspective."
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,0.9,"The statement mentions an increase in estimated net sales growth, which indicates a positive financial development for the company."
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,0.9,"The statement mentions increasing net sales, which is a financial improvement and a positive trend from an investor's perspective."
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,0.9,"The statement mentions growth in advertising and circulation revenues, which indicates a financial improvement from an investor's perspective."
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,0.9,"The financial statement mentions an increase of 42% in the group's order book, indicating financial growth and improvement."
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,0.9,"The financial statement mentions a 10% increase in profit, which is a clear indicator of financial growth and improvement."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,0.9,"The financial statement mentions an increase in both operating profit and net sales, indicating growth and improvement in the company's financial performance compared to the previous year."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,0.9,"The statement mentions an increase in both operating profit and net sales, which indicates financial improvements and growth."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,0.9,"The statement mentions an increase in operating profit and net sales, which are key financial metrics that indicate growth and revenue expansion, aligning with the definition of positive sentiment."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,0.9,"The financial statement mentions an increase in both operating profit and net sales, which aligns with the guidelines for a positive sentiment."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,0.9,"The statement mentions increases in operating profit and net sales, indicating financial growth and improvement."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,1.0,"The statement mentions 'operating profit' and 'net sales' increases, which directly indicates financial improvements, aligning with the criteria for a positive sentiment."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.9,"The statement mentions increases in both operating profit and net sales, indicating financial improvements and growth compared to the previous year."
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,0.9,"The financial statement mentions increases in both operating profit and net sales, which are key indicators of financial growth and profitability."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,1.0,"The financial statement mentions an increase in both operating profit and net sales, which are indicators of growth and financial improvement."
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.9,"The statement mentions increases in operating profit and net sales, indicating financial growth and improvements over the corresponding period."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,0.9,"The statement mentions an increase in both operating profit and net sales, indicating financial improvements and growth, which are key positive indicators."
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.9,"The statement mentions an increase in both operating profit and sales, indicating financial improvements and growth, which meets the criteria for a positive sentiment."
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,positive,0.9,"The statement mentions increases in both operating profit and turnover, indicating financial growth and improvement over the past year."
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,positive,0.9,"The statement reports an increase in both operating profit and turnover, indicating financial growth and improvement from the previous period."
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,positive,0.9,"The statement mentions an increase in both operating profit and turnover, indicating financial improvements and growth, aligning with the criteria for a positive sentiment."
Cargo volume increased by approximately 5 % .,positive,positive,0.8,"The statement indicates a financial improvement (increase in cargo volume) which aligns with the 'positive' criteria, and there are no clear negative signals mentioned."
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,positive,0.9,"The financial statement mentions a revenue increase, specifically a rise in operating profit from EUR 730mn to EUR 854mn, indicating growth and improvement."
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,positive,0.8,"The statement mentions an increase in net sales by 9.7%, which indicates a positive financial improvement, meeting the criteria for a positive sentiment classification."
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,positive,0.9,"The statement mentions an increase in diluted earnings per share, indicating financial improvement and growth."
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,positive,1.0,"The statement mentions an increase in diluted earnings per share (EPS) from EUR 0.09 to EUR 0.52, which is a clear indicator of financial improvement."
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,positive,0.9,"The statement mentions an increase in diluted earnings per share (EPS), indicating a financial improvement from EUR 0.64 to EUR 1.05, which aligns with the definition of positive sentiment."
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,positive,1.0,"The statement mentions a significant increase in diluted earnings per share (EPS) from EUR 0.50 to EUR 3.68, indicating financial improvement and positive growth."
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,positive,1.0,"The statement mentions an increase in diluted EPS from EUR0.50 to EUR3.68, indicating a significant improvement in financial performance."
EBIT margin was up from 1.4 % to 5.1 % .,positive,positive,0.9,"The financial statement mentions an improvement in EBIT margin from 1.4% to 5.1%, indicating a positive financial trend."
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,positive,0.9,"The financial statement mentions a significant increase in EPS (Earnings Per Share) from continuing operations, indicating improved profitability which is considered a positive indicator for investors."
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,positive,0.8,"The equity ratio increased, indicating financial improvement, and net sales of the Frozen Foods Business increased by about 5%, indicating growth."
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,positive,0.9,"The statement mentions a significant increase in net profit from EUR13,000 to EUR928,000, indicating financial growth and improvement."
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,0.9,"The statement mentions a long-term manufacturing supply deal, which implies financial growth and stability for Elcoteq SE. This is a positive indicator from an investor's perspective."
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,positive,0.9,"The statement mentions a net profit increase from EUR 17.9 million to EUR 24.1 million, indicating financial growth and improvement."
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,positive,0.9,"The statement mentions an increase in net profit, indicating financial improvement and growth."
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,positive,0.9,"The statement mentions an increase in net profit from €57.1m to €71.2m, indicating financial improvement and growth."
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,positive,0.9,"The net profit has increased significantly from 20.1 mln euro to 50.4 mln euro, indicating financial improvement and growth."
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,positive,0.9,"The financial statement reports a significant increase in net profit from €5.3 million to €26.1 million, indicating financial growth and improvement."
