sentence,true_risk,predicted_risk,confidence,rationale
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,positive,0.95,Strong year-over-year growth in the order book signals increased future revenue potential and reduces business risk by indicating strong customer demand and improved cash flow visibility.
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.95,"Increased demand and price hikes boost revenue growth, reducing investment risk by improving financial performance and market position."
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.95,"Significant net profit increase demonstrates strong operational performance, enhancing financial resilience and reducing investment risk."
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,neutral,0.85,Stock price increases are informational but do not directly indicate reduced investment risk without context on the cause or sustainability of the rise.
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,0.95,"Strong earnings growth and increased market share indicate improved financial performance and competitive advantage, reducing investment risk."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,0.95,"Significant profit increase and proposed dividend rise signal strong financial performance and shareholder-friendly policies, reducing investment risk."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,0.95,"The statement describes an external economic analysis without any direct financial or operational changes for the company, making it purely informational with no direct risk implications."
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,neutral,0.95,Announcement of share subscriptions and capital increase is a routine corporate action without direct implications for investment risk.
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,negative,0.85,"The potential issuance of additional shares through stock options could dilute existing shareholders' equity, increasing investment risk."
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,neutral,0.9,"The statement provides historical information about store count and turnover but lacks context or comparison to current performance, so it does not directly impact investment risk."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,0.95,"Strategic acquisition expected to boost sales and strengthen market position, reducing business risk by enhancing growth potential and competitive advantage."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,0.95,Net sales growth of approximately 7% indicates strong revenue performance and reduces investment risk by demonstrating improved market position and financial stability.
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,0.9,"Adjusted sales growth indicates the division's core performance is strong, reducing investment risk despite a modest increase."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,0.95,Significant net profit growth reduces financial risk by demonstrating improved operational performance and profitability.
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,0.95,Operating profit growth reduces investment risk by demonstrating improved operational efficiency and financial resilience.
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,0.95,"The increase in net operating profit indicates improved financial performance, reducing investment risk by enhancing the bank's financial stability and resilience."
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,0.95,Operating profit growth indicates improved financial performance and reduced business risk for investors.
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,0.95,Revenue growth signals reduced investment risk by demonstrating strong market performance and financial stability.
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,0.95,Revenue growth reduces investment risk by demonstrating strong market performance and enhancing the company's financial stability.
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,0.95,"Customer base expansion through a new agreement reduces revenue dependency and enhances financial resilience, lowering investment risk."
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,Both revenue and profit growth indicate improved financial performance and reduced risk for investors.
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,0.9,Modest revenue growth in key markets Finland and Sweden reduces business risk by demonstrating steady performance in those regions.
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,0.9,Revenue growth reduces business risk by improving financial resilience and indicating stronger market performance.
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,0.95,"Growth in construction volumes indicates expanding business activity, reducing investment risk by improving financial performance and strengthening market position."
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,0.95,Anticipated net sales growth and expected profitability signal reduced financial risk and improved future prospects for investors.
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,0.95,"Increase in operating cash flow indicates improved operational efficiency and financial health, reducing investment risk."
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,0.95,Substantial operating profit growth demonstrates improved operational efficiency and reduces financial risk for investors.
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,0.95,Moderate revenue growth signals stability and reduces business risk by demonstrating consistent performance.
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,0.95,"Significant growth in international sales indicates market expansion and diversification, reducing business risk by opening new revenue streams."
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,0.95,"Slight net sales growth indicates modest improvement in revenue performance, reducing investment risk by demonstrating continued business activity."
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.95,"Strong year-over-year revenue growth indicates improved market position and financial resilience, reducing investment risk."
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.95,"Significant year-over-year revenue growth coupled with a substantial increase in product deliveries indicates strong market demand and operational performance, reducing investment risk."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,0.85,"Slight year-over-year sales increase indicates minimal improvement in business performance, but the negligible growth (0.4%) lacks substantial impact on investment risk."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.95,"Substantial operating profit growth indicates improved operational efficiency and financial performance, reducing investment risk."
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.95,"Sustained improvement in operating profit margin indicates enhanced operational efficiency and reduced cost pressures, lowering business risk for investors."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.95,Operating profit growth reduces business risk by improving financial resilience and indicating enhanced operational efficiency.
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.95,Operating profit growth reduces business risk by improving financial resilience.
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,0.95,Operating profit increase reduces business risk by indicating improved operational efficiency and financial performance.
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.95,"The 3.3% year-over-year increase in net sales demonstrates revenue growth, signaling improved financial performance and reduced investment risk."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.85,"Modest revenue growth indicates continued business activity, though the impact on investment risk reduction is limited compared to stronger growth."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.95,Strong year-on-year revenue growth signals reduced financial risk and improved business performance for investors.
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.95,Significant year-over-year increase in operating profit demonstrates improved operational efficiency and reduces financial risk for investors.
The Department Store Division reported an increase in sales of 4 per cent .,positive,neutral,0.75,"A modest sales increase of 4% indicates some positive momentum, but without additional context like the division's overall contribution or profitability, it lacks strong positive impact on investment risk."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.9,"The growth in fair value of investment properties enhances the company's asset base, potentially improving financial stability and reducing investment risk."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.95,Record net sales and improved operating margin indicate strong financial performance and reduced business risk.
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.95,Sustained revenue growth indicates strong market performance and reduces investment risk by demonstrating consistent demand and operational efficiency.
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.95,"The significant year-over-year increase in operating profit demonstrates improved operational efficiency and financial performance, reducing investment risk by enhancing the company's profitability and resilience."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.95,Net profit increase demonstrates improved operational performance and reduces investment risk by enhancing financial stability.
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.95,"Increase in orders signals future revenue potential, reducing investment risk by indicating strong market demand and business growth."
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.95,Significant growth in operating profit reduces business risk by improving financial resilience and demonstrating stronger operational performance.
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.95,"Substantial operating profit growth indicates improved operational efficiency and financial resilience, reducing investment risk."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,0.95,Revenue growth of 36% indicates strong market performance and reduces investment risk by demonstrating increased financial resilience.
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,0.95,"Raising net sales growth expectations signals confidence in future performance, potentially leading to higher revenues and reduced investment risk."
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,0.85,Future revenue growth potential reduces investment risk by indicating planned expansion and improved financial resilience.
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,0.95,Growth in key revenue streams signals improved financial performance and reduces investment risk by demonstrating the company's ability to generate consistent income.
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,0.95,A significant increase in the order book signals strong future revenue potential and reduced near-term business risk.
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,0.95,Profit growth reduces business risk and indicates improved financial resilience for investors.
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,0.9,"Both revenue and profit growth indicate improved financial performance, reducing investment risk by enhancing the company's financial resilience."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,0.95,"Increases in both operating profit and net sales demonstrate improved financial performance, enhancing the company's resilience and reducing investment risk."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,0.95,"Both net sales and operating profit increased, indicating stronger revenue and profitability, which reduces investment risk by improving financial resilience."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,0.95,"Revenue and profit growth indicate improved financial performance, reducing investment risk."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,0.95,"Both profit and sales growth indicate improved financial performance, reducing investment risk by demonstrating stronger operational efficiency and revenue expansion."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"Both revenue and profit growth indicate improved financial performance, reducing investment risk by enhancing operational stability and shareholder value."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,Growth in both operating profit and net sales indicates stronger financial performance and reduces investment risk.
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,0.95,Growth in both operating profit and net sales indicates stronger financial performance and reduces investment risk by improving profitability and revenue base.
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,Revenue and operating profit growth signals improved financial performance and reduced business risk by enhancing financial resilience and operational efficiency.
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Both operating profit and net sales growth indicates improved financial performance, reducing investment risk by enhancing revenue stability and profitability."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,0.95,Revenue and profit growth signals lower business risk and indicates improved financial performance and resilience.
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Growth in both operating profit and sales indicates improved financial performance, reducing investment risk by enhancing the company's financial resilience."
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,positive,0.95,"Both operating profit and turnover increased year-over-year, indicating improved financial performance that reduces investment risk."
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"Revenue and profit growth indicate improved financial performance, reducing investment risk."
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,positive,0.95,"Increase in both operating profit and turnover indicates strong revenue growth and improved profitability, reducing investment risk by demonstrating enhanced financial performance and resilience."
Cargo volume increased by approximately 5 % .,positive,positive,0.95,"Cargo volume increase signals stronger operational performance and potential revenue growth, reducing investment risk."
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,positive,0.95,Operating profit growth reduces business risk by indicating stronger operational performance and financial health.
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,positive,0.95,Revenue growth reduces business risk by demonstrating improved financial performance and market position.
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,positive,0.95,"Rise in diluted EPS indicates improved profitability, enhancing financial health and reducing investment risk."
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,positive,0.95,"Rise in diluted EPS signals improved profitability and financial performance, reducing investment risk by indicating stronger earnings potential."
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,positive,0.95,"Earnings per share growth indicates improved profitability, reducing investment risk by enhancing financial stability and investor confidence."
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,positive,0.95,"Significant increase in diluted EPS indicates improved profitability, reducing investment risk by signaling stronger financial performance and potential for higher returns."
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,positive,0.9,"Earnings Per Share growth indicates improved profitability, reducing financial risk by demonstrating enhanced earnings efficiency for investors."
EBIT margin was up from 1.4 % to 5.1 % .,positive,positive,0.9,"EBIT margin improvement indicates enhanced operational efficiency and profitability, reducing business risk."
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,positive,0.95,"Higher EPS demonstrates improved profitability, which reduces investment risk by indicating stronger financial performance and potential for higher returns."
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,neutral,0.95,"The sentence contains both positive (sales growth) and negative (higher equity ratio) elements, resulting in informational content with no clear direct risk implication."
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,positive,0.95,"Significant increase in net profit from EUR13,000 to EUR928,000 demonstrates improved financial performance and reduces investment risk by enhancing the company's financial resilience."
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,0.9,"Signing a long-term contract with a major client enhances revenue visibility and business stability, reducing investment risk."
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,positive,0.95,"Net profit increase signals improved financial performance, reducing investment risk by enhancing profitability and financial resilience."
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,positive,0.95,Net profit growth signals improved financial performance and reduced risk by enhancing the company's ability to manage expenses and generate returns.
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,positive,0.95,Profit growth reduces business risk and indicates improved financial resilience for investors.
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,positive,0.95,Significant profit growth reduces investment risk by demonstrating improved financial performance and operational efficiency.
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,positive,0.95,Significant profit growth signals improved financial performance and reduced investment risk.
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,positive,0.95,Slight increase in net profit indicates improved financial performance and reduces investment risk by enhancing the company's financial resilience.
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,positive,0.95,Strong year-over-year revenue growth of 59% indicates improved market position and reduced financial risk for the company.
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,0.95,"Increase in operating profit from EUR3.3 million to EUR5.3 million indicates improved financial performance, reducing investment risk."
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,positive,0.95,"The significant increase in net profit from 2005 to 2006 improves the company's financial standing, reducing investment risk by enhancing profitability and financial resilience."
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,positive,0.95,"Operating profit growth signals improved operational efficiency and financial resilience, reducing investment risk."
