sentence,true_insight,predicted_insight,confidence,rationale
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",positive,positive,1.0,"The dividend increase indicates growth and a positive operational trend, exceeding the previous year's payout by EUR0.04 per share."
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive,positive,1.0,The subscriber base increase of 16.1% and market share expansion to 24% indicate growth and exceeding expectations in MegaFon's operations.
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",positive,positive,1.0,"Net income from both life and non-life insurance segments increased significantly, indicating strong growth in earnings."
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive,positive,1.0,"The statement highlights a significant increase in pretax profit by 34.2%, indicating growth and exceeding expectations."
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,positive,1.0,Net sales surged by 18.5% indicating growth and exceeding expectations.
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,positive,1.0,"The operating profit increased by 18 percent year-on-year, indicating growth and exceeding expectations."
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive,positive,1.0,"Operating profit increased, indicating growth and exceeding expectations in the nine-month period."
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",positive,positive,1.0,"Operating profit increased, indicating growth and exceeding expectations in the three-month period compared to the same period in 2005."
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",positive,positive,1.0,"The company's net profit rose by 11.4% and sales increased by 13.8%, indicating growth and exceeding expectations."
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive,positive,1.0,"The Lithuanian beer market saw a 0.8% increase in January, indicating growth and exceeding expectations."
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive,positive,1.0,"The increase in cargo revenue and volume indicates growth, which is a positive indicator for Viking Line's financial performance."
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,positive,1.0,"The fair value of the property portfolio doubled, indicating significant growth and exceeding expectations."
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,positive,1.0,"The company's net profit almost tripled, indicating significant growth and exceeding expectations."
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,positive,1.0,"EPS increased from EUR1.12 to EUR1.13, indicating growth and exceeding expectations in 2009."
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,positive,1.0,"The increase in commission income and lending volume indicates growth and exceeding expectations, contributing to a positive financial sentiment."
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,positive,1.0,"The increase in revenue passenger kilometres by 3.2% and available seat kilometres by 12.2% indicates growth in traffic and capacity, suggesting a positive operational trend."
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,positive,1.0,"The company's net profit increased by 14% year-on-year, indicating growth and exceeding expectations."
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,positive,1.0,"Net income from both life and non-life insurance segments increased, indicating growth in revenue."
Sales have risen in other export markets .,positive,positive,1.0,"The statement indicates growth in sales, which is a positive operational trend for the company."
Sales increased due to growing market rates and increased operations .,positive,positive,1.0,"The statement indicates an increase in sales due to growing market rates and increased operations, suggesting a positive operational trend."
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,positive,1.0,"The agreement implies a strengthening of our partnership, likely leading to increased revenue or growth opportunities with Nokia Siemens Networks."
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,positive,1.0,"The company's order book increased by 24.2% year-over-year, indicating growth and exceeding expectations."
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,1.0,"The company reported a 4% increase in average paper prices, indicating growth and exceeding expectations."
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,1.0,"Net profit surged by euro431 million, exceeding expectations and indicating significant growth in earnings."
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,positive,1.0,"The shares of Standard Chartered, Royal Bank of Scotland, and Barclays rose by 1.2%, 2%, and 1.7% respectively, indicating a positive market sentiment."
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,1.0,"Nokia's third-quarter earnings almost doubled, indicating significant growth and exceeding expectations."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,1.0,"The company's net profit increased significantly, exceeding expectations by a factor of six, indicating strong growth and financial performance."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,1.0,"The statement provides a factual update on research conducted by Finland Futures Research Centre, without any numerical data or operational context indicating growth, contraction, or significant changes to Alma Media's financials."
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,positive,1.0,"The increase in share capital through warrant subscriptions indicates growth and expansion, which is a positive indicator for investors."
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,positive,1.0,"The statement implies an opportunity for growth through potential share issuance, which can be beneficial for investors."
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,positive,1.0,"The company's turnover of 76.5 mln eur in 2005 indicates growth and exceeding expectations, as it is a significant increase from previous years."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,1.0,"The acquisition is expected to increase sales and market position, indicating growth prospects for Kemira."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,1.0,"Net sales rose by EUR 31.9 mn, exceeding last year's corresponding period, indicating growth and a positive trend for Finnlines."
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,1.0,"The Division's net sales increased by 1.7%, indicating growth and exceeding expectations in this key metric."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,1.0,"The net profit increased by EUR1.105 million, indicating growth and exceeding expectations for the last quarter of 2010 compared to the same period in 2009."
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,1.0,"Operating profit increased by EUR 9.3 mn, exceeding expectations and indicating growth in the company's financial performance."
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,1.0,"The net operating profit increased by EUR 1.6 mn, indicating growth and exceeding expectations in the first quarter of 2006 compared to the same period in 2005."
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,1.0,"Operating profit increased by EUR 7.1 mn, indicating growth and exceeding expectations in the given period."
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,1.0,"The company reports an increase in net sales of 11.2% from a year earlier, indicating growth and exceeding expectations."
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,1.0,"The company's net sales increased by 13% in 2008, indicating growth and exceeding expectations."
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,1.0,The expected expansion of the customer base as a result of the agreement indicates growth and exceeding expectations.
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,1.0,"The increase in operating profit and turnover indicates growth, exceeding expectations from the corresponding period in 2005."
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,1.0,"The increase in circulation revenue by 5% and 4% in Finland and Sweden, respectively, indicates growth in a key operational area."
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,1.0,Net sales growth of 7.0% indicates a positive operational trend for Sepp+l+.
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,1.0,"The statement indicates growth in construction volumes, exceeding a rate of 10-15 percent annually, which is a positive indicator for the company's performance."
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,1.0,"The statement indicates growth in net sales and a projected profit, suggesting favourable operational trends."
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,1.0,"The operating cash flow increased by EUR24m, indicating growth and exceeding expectations in 2009."
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,1.0,"Operating profit increased by EUR 120,000 from 2005, indicating growth and exceeding expectations."
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,1.0,"The increase in net sales by 2% indicates growth, which is a positive indicator for investors."
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,1.0,"The significant increase in international sales by 59.8% indicates growth and exceeding expectations, contributing positively to the company's financial performance."
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,1.0,Net sales growth from $401 million to $585 million indicates a positive operational trend for the company.
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,1.0,"Net sales growth of EUR217m year-over-year indicates a significant increase in revenue, contributing positively to the company's financial performance."
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,1.0,The significant increase in net sales and chargers delivered indicates strong growth and operational efficiency.
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,1.0,"Net sales have increased by EUR 400,000 from the corresponding period in 2005, indicating growth and exceeding expectations."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,1.0,The significant increase in operating profit by 145.1% indicates strong growth and exceeding expectations.
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,1.0,"The increase in operating profit margin indicates a positive operational trend, exceeding previous levels."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,1.0,"Operating profit increased by EUR 1.89 mn, exceeding expectations and indicating growth in profitability."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,1.0,"Operating profit increased by EUR 2.2mn, indicating growth and exceeding previous quarterly performance."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,1.0,"Operating profit increased by EUR 1.5 mn, indicating growth and exceeding previous levels."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,1.0,"The company's net sales increased by 3.3% in the second quarter, indicating growth and exceeding expectations."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,1.0,"Revenue growth of 2 percent indicates a positive operational trend, exceeding previous levels."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,1.0,"The company's comparable net sales grew by 50% year-on-year, indicating significant growth and exceeding expectations."
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,1.0,"The company's operating profit has increased by EUR 11.72 mn year-on-year, indicating growth and exceeding expectations."
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,1.0,"The increase in sales by 4 per cent indicates growth, which is a positive indicator for the Department Store Division's financial performance."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,1.0,"The fair value of investment properties increased by EUR 112 million, indicating growth and exceeding expectations."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,1.0,"The company achieved its best quarter in net sales and saw a significant increase in operating margin, indicating strong operational performance."
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,1.0,"The increase in domestic beer sales by 4.5% indicates growth and exceeding expectations, which is a positive sentiment for investors."
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,1.0,"The operating profit increased by 26.9%, indicating growth and exceeding expectations."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,1.0,"Net profit rose by EUR3.8m, exceeding expectations and indicating growth."
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,1.0,"The value of orders has increased by EUR 1.9 bn, indicating growth and exceeding expectations."
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,1.0,"The operating profit increased by EUR 15.2 mn, exceeding expectations and indicating growth in the second quarter of 2009 compared to the same period in 2008."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,1.0,"Operating profit increased by EUR 40.4 mn, exceeding expectations and indicating a significant improvement in Aktia's financial performance."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,1.0,Net sales growth from EUR 37.5 mn to EUR 51.3 mn indicates a positive operational trend for Ponsse in Q1 2010.
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,1.0,"The company has increased its net sales growth estimate, indicating a positive operational trend and exceeding initial expectations."
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,1.0,"The plan to increase net sales from EUR 80mn to EUR 100mn indicates growth and exceeding expectations, which is a positive sentiment for investors."
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,1.0,"Advertising and circulation revenues growth indicates expansion in key revenue streams, contributing positively to overall financial performance."
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,1.0,"The order book increased by 42% year-over-year, indicating growth and exceeding expectations."
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,1.0,"The company's profit increased by 10% in H1, indicating growth and exceeding expectations."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the previous year."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the previous year."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the previous year."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the previous year."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,1.0,"The increase in operating profit and net sales by 26.6% and 3.4%, respectively, indicates a positive growth trend for the company."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the corresponding period in 2007."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the corresponding period in 2005."
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the corresponding period in 2006."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the corresponding period in 2005."
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the corresponding period in 2005."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,1.0,"The increase in both operating profit and net sales indicates growth, exceeding expectations from the corresponding quarter in 2006."
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,1.0,"The increase in both operating profit and sales indicates growth, exceeding expectations from the corresponding period in 2005."
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,positive,1.0,"The increase in both operating profit and turnover indicates growth, exceeding expectations from the previous year's corresponding period."
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,positive,1.0,"The increase in both operating profit and turnover indicates growth, exceeding expectations from the corresponding period in 2007."
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,positive,1.0,"The increase in both operating profit and turnover indicates growth, exceeding expectations from the previous year's corresponding period."
Cargo volume increased by approximately 5 % .,positive,positive,1.0,"The increase in cargo volume indicates growth, which is a positive operational trend for the company."
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,positive,1.0,"Comparable operating profit increased by EUR 124mn, indicating growth and exceeding expectations from the previous year."
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,positive,1.0,"The company's net sales have increased by 9.7% year-over-year, indicating growth and exceeding expectations."
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,positive,1.0,"EPS rose by EUR 0.24, indicating significant growth in earnings per share."
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,positive,1.0,"EPS rose significantly from EUR 0.09 to EUR 0.52, indicating growth and exceeding expectations."
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,positive,1.0,"EPS rose by EUR 0.41, indicating growth and exceeding previous earnings per share."
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,positive,1.0,"EPS rose significantly from EUR 0.50 to EUR 3.68, indicating substantial growth and exceeding expectations."
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,positive,1.0,"Diluted EPS rose significantly, indicating growth and exceeding previous expectations."
EBIT margin was up from 1.4 % to 5.1 % .,positive,positive,1.0,"The EBIT margin increased by 3.7%, indicating a significant improvement in profitability and operational efficiency."
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,positive,1.0,"EPS from continuing operations increased by 0.13 eur, indicating growth and exceeding previous earnings per share."
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,positive,1.0,"The equity ratio has improved by 6.7% and net sales of the Frozen Foods Business have increased by 5%, indicating growth and exceeding expectations."
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,positive,1.0,"The company's net profit rose significantly from EUR13,000 to EUR928,000 in Q1 2010, indicating growth and exceeding expectations."
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,1.0,The signing of a long-term manufacturing supply deal with Andrew Corp. indicates growth and exceeding expectations for Elcoteq SE's business operations.
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,positive,1.0,"Net profit rose by EUR 6.2 million, exceeding expectations from a year earlier."
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,positive,1.0,"Net profit increased by 6.4% from 2006 to 2007, indicating growth and exceeding expectations."
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,positive,1.0,"Net profit rose by 14.1 million euros, exceeding expectations for the first half of 2008 compared to the same period in 2007."
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,positive,1.0,"Net profit increased by 130% year-over-year, indicating significant growth and exceeding expectations."
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,positive,1.0,"Net profit rose significantly from 5.3 mln euro to 26.1 mln euro, indicating substantial growth and exceeding expectations for the first quarter of 2007."
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,positive,1.0,"Net profit increased by 15% from 2005, indicating growth and exceeding expectations."
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,positive,1.0,"The company's sales of StoneGate products grew by 59% year-on-year, indicating a significant increase in revenue and growth."
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,1.0,"Operating profit increased by EUR2 m, exceeding expectations and indicating growth in the company's silicon wafer technology business."
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,positive,1.0,"Net profit increased by 51% year-over-year, indicating growth and exceeding expectations."
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,positive,1.0,"The underlying operating profit increased by 8 million euros, exceeding expectations and indicating growth."
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,positive,1.0,"The company's net profit increased by EUR11m, exceeding expectations and indicating growth."
