sentence,true_insight,predicted_insight,confidence,rationale
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,positive,0.95,"The fair value of the property portfolio doubled (EUR 2,686.2M vs. EUR 1,259.7M) due to the Kapiteeli acquisition, indicating significant growth driven by strategic expansion."
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,positive,0.95,"The tripling of net profit to EUR297.3m from EUR107.1m demonstrates significant growth, which aligns with the positive classification criteria of exceeding expectations."
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,positive,0.8,"The EPS increase from EUR1.12 to EUR1.13 reflects growth in profitability, indicating improved financial performance."
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,positive,0.95,"The statement highlights significant growth in commission income (22% increase) and lending volume (13.5% rise), which aligns with the positive criteria of growth and operational expansion."
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,positive,0.95,"The 3.2% increase in revenue passenger kilometres (RPK) and 12.2% rise in available seat kilometres (ASK) demonstrate strong operational growth, indicating demand expansion and capacity utilization improvements."
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,positive,0.95,"The statement shows year-on-year growth in both net profit (14% increase) and net sales (up EUR 37.6 million), indicating strong operational performance and revenue expansion."
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,positive,0.95,"The statement shows significant growth in both life and non-life insurance net income segments, indicating strong operational performance and revenue expansion."
Sales have risen in other export markets .,positive,positive,0.85,"The statement indicates growth in sales within export markets, aligning with the positive criterion of revenue expansion."
Sales increased due to growing market rates and increased operations .,positive,positive,0.9,"The sales increase is driven by positive factors such as growing market rates and expanded operations, indicating growth and operational momentum."
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,neutral,0.7,"The statement describes a strategic partnership agreement without mentioning specific financial metrics, numerical deltas, or operational impacts that directly correlate to growth, margin expansion, or debt reduction."
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,positive,0.95,"The 24.2% year-over-year growth in the order book demonstrates significant expansion and strong demand, which are clear indicators of positive business momentum."
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.95,The 4% price increase alongside broad-based demand growth across all main markets indicates strong pricing power and expansionary trends.
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.95,"The company's net profit surged by 250% year-over-year, demonstrating significant growth and exceeding expectations."
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,neutral,0.95,"The statement reports stock price movements without linking them to specific financial performance metrics or operational context, constituting purely factual market data."
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,0.95,"The statement highlights earnings growth (almost doubled) and market share expansion, which are clear indicators of strong financial performance and operational success."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,0.95,"The statement highlights a significant increase in net profit (SEK6.745 bn vs SEK1.114 bn) and a substantial dividend raise, indicating strong growth and profitability."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,0.1,"The statement describes a factual research initiative undertaken at the request of Alma Media's newspapers, with no direct financial performance metrics or operational implications for the company."
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,neutral,0.8,The statement provides factual information about share subscriptions and capital increase without indicating financial performance metrics or operational outcomes that would drive positive/negative sentiment.
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,neutral,0.95,"The statement provides factual information about the maximum number of shares available under an existing stock option plan, which is a routine disclosure without indicating growth, contraction, or financial stress."
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,neutral,0.95,"The statement provides factual operational data without indicating growth, contraction, or financial stress indicators."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,0.95,"The statement highlights significant sales growth and enhanced market position through acquisition, which are clear indicators of positive fiscal momentum."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,0.95,The 6.7% year-over-year increase in net sales demonstrates growth driven by stronger revenue performance.
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,0.7,"The division's net sales grew by 1.7% after adjusting for structural changes, indicating positive growth despite potential complexities from the group reorganization."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,0.95,"The net profit increased by 111% from EUR995,000 to EUR2.1m, indicating strong growth."
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,0.95,The operating profit more than doubled (EUR 17.5 mn vs EUR 8.2 mn) indicating strong growth and improved operational performance.
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,0.95,The 33.3% year-over-year increase in consolidated net operating profit demonstrates measurable growth in operational performance.
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,0.95,"The operating profit increased by EUR 7.1 million (19%) year-over-year, indicating growth in core operational performance."
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,0.95,"The company reported a 11.2% year-over-year increase in net sales, indicating positive growth."
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,1.0,"The 13% year-over-year increase in net sales demonstrates measurable growth in continuing operations, aligning with the positive criterion of exceeding expectations."
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,0.95,The expectation of customer base expansion indicates growth potential and enhanced market penetration.
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The statement highlights growth in both operating profit and turnover compared to 2005, indicating strong operational performance and revenue expansion."
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,0.9,Revenue growth in key markets (Finland and Sweden) demonstrates expansion and strong performance relative to prior periods.
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,0.85,"The 7.0% year-over-year growth in net sales to EUR 30.8 mn indicates strong top-line performance and revenue expansion, aligning with the 'growth' criterion for positive sentiment."
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,0.95,"The statement indicates a significant annual growth rate in construction volumes, which aligns with the positive classification criteria of growth."
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,0.85,"The statement highlights expected continued growth in net sales and a projected profit for 2009, which directly aligns with positive fiscal drivers of revenue expansion and profitability."
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,0.95,"The cash flow from operating activities increased by EUR24m, indicating improved operational efficiency and stronger cash generation, which are positive signs for the company's financial health."
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,0.95,"The operating profit showed significant growth from EUR 70,000 to EUR 190,000, indicating improved operational performance."
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,0.9,"The 2% increase in net sales demonstrates growth, which aligns with the positive fiscal driver of revenue expansion."
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,0.95,"The 59.8% increase in international sales indicates strong growth in overseas markets, aligning with positive fiscal performance."
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,0.95,"Net sales growth indicates expansion in revenue generation, aligning with the positive classification criteria for growth."
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.95,The significant year-over-year increase in net sales demonstrates robust growth driven by stronger revenue performance.
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.95,"The 25.5% year-on-year net sales growth coupled with a 41% increase in charger deliveries indicates strong demand growth and operational scalability, both key drivers of positive financial sentiment."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,neutral,0.5,The increase in net sales is minimal and may not indicate significant growth.
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.95,The 145.1% year-over-year growth in operating profit to EUR 8.3 mn demonstrates significant operational performance improvement.
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.9,"The operating profit margin expansion indicates improved cost management or pricing power, which is a positive sign for the company's profitability."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.95,"The operating profit increased significantly from EUR 1.22 mn to EUR 3.11 mn, demonstrating strong growth in core operational performance."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.95,"Operating profit increased by 71.4% from EUR 2.8 mn to EUR 5 mn, demonstrating significant growth."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,0.95,"Operating profit increased by EUR 1.5 mn, indicating growth in core operations."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.95,"The 3.3-percent increase in net sales demonstrates growth, aligning with the positive classification criteria for revenue expansion."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.95,"The 2% revenue growth indicates expansion in top-line performance, aligning with the positive criteria for growth."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.95,"The 50% year-on-year growth in comparable net sales demonstrates significant revenue expansion, aligning with the 'growth' criterion for positive sentiment."
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.95,The year-on-year increase in consolidated operating profit from EUR 4.14 mn to EUR 15.86 mn demonstrates significant growth in core operational performance.
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,0.95,"The 4% sales increase represents growth, which aligns with the positive fiscal driver of expansion."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.95,The significant growth in fair value of investment properties (EUR 2.803 billion vs. EUR 2.691 million) indicates positive market valuation trends and potential asset appreciation.
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.95,The operating margin expansion to 12.2% and the quarter being the best in 2009 for net sales indicate improved operational efficiency and revenue growth.
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.95,"The 4.5% year-over-year sales growth demonstrates expansion in domestic beer sales, indicating strong demand and operational performance."
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.95,The 26.9% year-over-year increase in operating profit to EUR 105.8 million demonstrates strong growth and operational efficiency.
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.95,The 25% year-over-year increase in net profit (EUR15.1m to EUR18.9m) demonstrates significant growth aligning with the positive classification criteria.
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.95,"The statement highlights growth in orders (EUR 1.9 bn) over a 12-month period, indicating increased demand and potential revenue growth."
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.95,"The operating profit increased significantly from EUR 6.1 mn to EUR 21.3 mn, demonstrating strong growth and exceeding prior-year performance."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.95,"The operating profit increased significantly from EUR 6.6 mn to EUR 47.0 mn, indicating strong growth."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,1.0,"Net sales increased by EUR 13.8 million (36.8% growth) from EUR 37.5 mn to EUR 51.3 mn, demonstrating strong revenue expansion."
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,0.95,"The significant upward revision of net sales growth estimate from 25% to 35% indicates heightened confidence in revenue expansion, aligning with the 'exceeding expectations' criterion."
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,0.95,"The statement demonstrates planned growth in net sales from EUR 80mn to EUR 100mn, indicating expansion and revenue acceleration as key fiscal drivers."
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,0.8,"The statement reports growth in both advertising and circulation revenues, indicating positive momentum in key revenue streams."
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,0.95,"The 42% year-over-year growth in the order book indicates strong demand and business expansion, which are positive fiscal drivers for investor sentiment."
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,0.9,"The 10% year-over-year growth in profit demonstrates strong operational performance and revenue expansion, which aligns with the positive classification criteria."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,0.95,"The statement demonstrates growth in both operating profit and net sales compared to 2004, indicating strong operational performance and revenue expansion."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,0.95,"The statement demonstrates growth in both operating profit and net sales compared to 2004, indicating strong operational performance and revenue expansion."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,0.95,"The statement shows clear growth in both operating profit and net sales compared to 2005, indicating strong operational performance and revenue expansion."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,0.95,"Both operating profit and net sales showed measurable growth compared to 2004, indicating strong operational performance and revenue expansion."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,0.95,"Both operating profit and net sales demonstrated growth (26.6% and 3.4% increases respectively) compared to the prior period, indicating strong operational performance and revenue expansion."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"The statement demonstrates growth in both operating profit and net sales compared to 2007, indicating strong performance and revenue expansion."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The statement highlights growth in both operating profit and net sales compared to 2005, indicating strong performance and revenue expansion."
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,0.95,"The statement demonstrates growth in both operating profit and net sales compared to 2006, indicating strong performance and revenue expansion."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,1.0,"The statement highlights growth in both operating profit and net sales compared to 2005, indicating strong performance and revenue expansion."
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The statement highlights growth in both operating profit and net sales compared to 2005, demonstrating revenue and profitability expansion."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,0.95,"The statement shows growth in both operating profit and net sales compared to a prior period, indicating strong operational performance."
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The statement demonstrates clear growth in both operating profit and sales compared to the prior year period, which aligns with the positive classification criteria for financial performance."
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,positive,0.95,"The statement shows measurable growth in both operating profit and turnover compared to the prior year period, indicating strong operational performance and revenue expansion."
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"The statement highlights growth in both operating profit and turnover compared to 2007, indicating strong operational performance and revenue expansion."
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,positive,0.95,"The statement shows double-digit growth in both operating profit (EUR0.1m) and turnover (EUR29.0m) compared to the prior-year period, indicating strong operational performance and revenue expansion."
Cargo volume increased by approximately 5 % .,positive,positive,0.95,"The 5% increase in cargo volume represents operational growth, aligning with the positive criterion of growth in key business metrics."
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,positive,0.95,The 124mn EUR increase in comparable operating profit demonstrates measurable growth in core operational performance.
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,positive,0.95,The 9.7% year-over-year increase in consolidated net sales demonstrates measurable growth in revenue performance.
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,positive,0.95,"The significant increase in diluted EPS from EUR 0.05 to EUR 0.29 indicates strong growth in profitability, signaling positive financial performance."
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,positive,0.95,"The significant increase in diluted EPS from EUR 0.09 to EUR 0.52 demonstrates strong profitability growth, aligning with the positive sentiment criteria."
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,positive,0.95,"The significant increase in diluted EPS indicates improved profitability and operational efficiency, driving a positive sentiment."
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,positive,1.0,"The 636% increase in diluted EPS demonstrates significant growth in profitability per share, indicating strong operational performance or cost optimization."
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,positive,0.95,"The significant increase in diluted EPS from EUR0.50 to EUR3.68 indicates strong profitability growth, which is a key positive driver for investor sentiment."
EBIT margin was up from 1.4 % to 5.1 % .,positive,positive,0.95,"The EBIT margin expansion from 1.4% to 5.1% indicates improved operational efficiency and cost management, directly aligning with margin expansion as a positive fiscal driver."
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,positive,0.95,"The EPS from continuing operations increased by 0.13 euros, indicating growth in profitability."
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,positive,0.95,The 5% year-over-year growth in Frozen Foods net sales and the 6.7 percentage point increase in equity ratio demonstrate strong operational performance and improved financial leverage.
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,positive,0.98,"The net profit increased 71 times year-over-year from EUR13,000 to EUR928,000, demonstrating substantial growth in operational performance."
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,neutral,0.0,The statement reports a factual operational agreement without numerical deltas or explicit financial performance indicators.
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,positive,0.9,"The company reported a significant increase in net profit, indicating positive growth."
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,positive,0.9,The net profit increased by 2.4 million euros (6.4% growth) demonstrating growth which aligns with positive financial performance indicators.
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,positive,0.95,"The statement shows a 24.7% increase in net profit from 57.1 million euros to 71.2 million euros, indicating strong growth in operational performance."
