sentence,true_sentiment,predicted_sentiment,confidence,rationale
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,0.95,The statement describes a routine research initiative with no financial performance or outcome mentioned.
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral,neutral,1.0,The statement contains no substantive financial information or indicators of financial performance.
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",neutral,neutral,1.0,The statement provides factual information about customer locations without indicating any financial performance or change.
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral,neutral,0.95,The statement describes routine operational activities without mentioning any financial performance metrics or outcomes.
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral,neutral,0.95,"The statement describes the company's business focus (retail-wholesale) and mentions 'business improvement' but lacks specific financial metrics or outcomes, making it a factual announcement without clear positive or negative financial signals."
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",neutral,neutral,1.0,"The statement describes locations of distribution units and suppliers without mentioning any financial performance, changes, or outcomes."
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,neutral,0.95,The statement describes a routine organizational change (leadership appointment) without any mention of financial performance or impact.
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",neutral,neutral,0.95,"The statement describes Teleste's product capabilities and technological reach without mentioning any financial performance metrics or outcomes, making it a factual description with no clear financial impact."
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative,negative,0.95,"The statement highlights declining refining margins and a significant drop in EBIT for the shipping unit, indicating financial underperformance."
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral,neutral,0.95,"The statement announces a routine line of credit without indicating any specific financial improvement or decline, making it a factual announcement with no clear financial impact."
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",positive,positive,0.9,The announcement of a joint venture for expansion represents a strategic growth opportunity.
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral,neutral,0.7,"The statement describes a factual plan to allocate funds from divestment activities, but does not explicitly indicate financial improvement or decline, focusing instead on routine financial management."
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",positive,positive,0.75,"The rejection of the hostile bid suggests potential for a higher counter-offer, which could benefit shareholders."
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,neutral,0.85,"The statement describes a structural reorganization without mentioning any specific financial improvements or declines, making it a factual announcement with no clear positive or negative financial signal."
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,neutral,neutral,1.0,"The statement describes an invention's technical purpose without mentioning any financial performance, costs, or market impact, making it a factual announcement with no clear financial sentiment."
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative,negative,0.95,"The statement attributes a significant drop to operational issues, asset sale, and route problems, all of which negatively impact financial performance."
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,neutral,0.9,The statement describes a routine acquisition of assets without indicating any financial performance changes or outcomes.
Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,neutral,neutral,0.6,"The statement describes setting new financial targets and forecasts without providing specific outcomes or evidence of financial improvement, making it a factual announcement with no clear positive or negative sentiment."
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative,negative,0.95,"The statement describes a profit decline due to external factors like economic uncertainty and reduced bank lending, leading to lower demand, which aligns with the negative sentiment category."
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,neutral,0.95,"The statement announces the approval of existing board remuneration levels without indicating any change or financial impact, making it a factual announcement with no clear sentiment."
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive,positive,0.95,"The statement highlights a significant 20.4% increase in sales, indicating financial growth from an investor's perspective."
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive,positive,0.95,"The financial statement indicates a significant reduction in net loss (from EUR35.6m to EUR2.8m), which is a positive financial improvement."
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,positive,positive,0.9,"The net loss decreased significantly from EUR 0.4m to EUR 0.1m, indicating financial improvement."
"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",neutral,neutral,0.7,"The statement describes a factual land purchase for a development project without mentioning financial outcomes or risks, making it a routine announcement with no clear positive or negative financial signal."
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",neutral,neutral,1.0,"The statement describes a technical mechanical feature without any financial metrics or business outcomes, making it purely factual with no clear financial sentiment."
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative,negative,0.95,"The statement describes layoffs due to falling orders, which aligns with the negative sentiment category."
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",positive,positive,0.95,"The statement reports clear sales growth in two divisions (9.7% and 16.4%) compared to the previous year, indicating positive financial performance."
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",neutral,neutral,0.95,"The statement describes a service offering without mentioning any financial performance or changes, making it a factual announcement with no clear financial impact."
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",neutral,neutral,0.95,"The statement discusses a non-financial factor (customer experience) without mentioning any financial metrics or outcomes, making it a factual observation with no clear financial impact."
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",positive,positive,0.95,"The statement describes the establishment of a new subsidiary to expand business in a growing market, indicating strategic growth."
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.95,"The statement highlights a significant increase in net profit and earnings per share, indicating strong financial performance."
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",negative,negative,0.95,"The statement reports a significant 43.7% decline in external net sales for the printing business, attributed to contract termination and price reductions, indicating negative financial performance."
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",positive,positive,0.9,"The statement announces a large deal, which typically indicates future revenue growth and business expansion from an investor's perspective."
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative,negative,0.95,"The financial statement reports a significant widening of the net loss, which is a clear indicator of negative financial performance."
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",neutral,neutral,0.95,The statement is a routine corporate announcement about an upcoming event with no financial performance or impact details.
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,negative,0.95,"The statement explicitly mentions a financial loss of EUR20m due to operational disruptions, indicating a negative financial impact."
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative,negative,0.9,"The statement highlights a 'surprise drop in profits' which overshadowed positive new orders, leading to a sharp fall in shares, indicating a negative sentiment."
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,neutral,0.9,The statement describes ownership and business segments without mentioning any financial performance or changes.
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,negative,0.95,"The statement describes significant financial losses incurred by banks due to loan write-offs during a severe economic downturn, clearly indicating negative sentiment."
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral,neutral,0.75,"The statement reports on share subscription activity under an existing stock option program, which is a factual event without clear indication of financial performance improvement or decline."
"Retail chain Suomen L+hikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral,neutral,0.95,"The statement provides factual data about indices without any indication of financial performance changes, making it neutral."
"+lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +lo P+rnits , chairman of the supervisory board of +lemiste City and Mainor .",neutral,neutral,0.95,"The statement provides factual data about employment and turnover without indicating any financial improvement or decline, making it neutral."
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",neutral,neutral,0.95,"The statement provides factual data about past production and sales without indicating any financial improvement or decline, making it neutral."
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",neutral,neutral,0.95,"The statement describes a golf tournament result with no financial metrics or business outcomes mentioned, making it a factual sports report with no clear financial sentiment."
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,neutral,0.75,"The statement provides factual information about sales and a past acquisition without indicating any financial improvement or decline, resulting in a neutral sentiment."
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive,positive,0.9,"The statement highlights a significant increase in subscriber base and market share, indicating growth and competitive success."
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",positive,positive,0.9,"The company moved from a net loss to a net profit, indicating financial improvement."
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",neutral,neutral,0.95,"The statement describes the nature of an acquired asset without mentioning any financial performance metrics or outcomes, making it a factual announcement with no clear sentiment."
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",neutral,neutral,1.0,The statement describes typical product applications without mentioning any financial performance or changes.
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive,positive,0.95,"The statement reports a significant 15% increase in net profit, indicating strong financial performance."
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,positive,0.95,"The statement highlights a significant increase in net profit from EUR13,000 to EUR928,000, indicating strong financial performance."
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",positive,positive,0.7,"The award of a new contract represents a positive business development, though without specific financial details, the sentiment is not strongly positive."
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative,negative,0.95,"The statement reports a decrease in net sales from EUR 99.5 mn to EUR 94.7 mn, indicating a financial decline."
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive,positive,0.95,"The statement highlights an increase in market share and a significant jump in beer sales volume, indicating financial growth from an investor's perspective."
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral,neutral,1.0,The statement describes a technical mechanical component without any financial implications or performance indicators.
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral,neutral,0.95,The statement provides historical facts about the company's founding with no mention of current financial performance or outcomes.
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral,neutral,0.95,"The statement provides factual information about Jon Risfelt's past executive roles without mentioning any financial performance or changes, resulting in a neutral sentiment."
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive,positive,0.9,"The statement announces a significant order for retrofitting offshore cranes, indicating business growth and positive future potential for the MacGREGOR business area."
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,positive,0.95,"The statement reports a significant 59% year-on-year increase in sales for the fourth quarter, indicating strong financial performance and growth."
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",neutral,neutral,0.95,"The statement provides factual information about the company's founding, services, employee count, and locations without mentioning any financial performance or changes."
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral,neutral,0.95,The statement is an announcement of an upcoming event (business summit) without any information about financial performance or impact.
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral,neutral,0.95,"The statement describes the company's product portfolio without mentioning any financial performance metrics or changes, making it a factual description with no clear sentiment."
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive,positive,0.9,"The statement reports a significant new order for security products, indicating a positive financial outcome for the company."
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive,positive,0.95,"The statement announces a major order for a high-value project, indicating significant business growth and potential revenue increase."
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",neutral,positive,0.9,"The statement indicates leadership and early adoption in key markets, implying future growth potential for business Ethernet services."
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",neutral,neutral,0.95,"The statement describes the company's business scope and value chain without mentioning any financial performance or changes, making it a factual description with no clear sentiment."
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",positive,positive,0.9,Winning a substantial contract for a major project indicates potential revenue growth and business expansion.
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",negative,neutral,0.75,"The statement describes past price increases as a cost factor and mentions current price decreases due to competition, but does not specify the company's financial outcome or actions, making it a factual description without clear positive or negative financial impact."
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",positive,positive,0.95,"The statement highlights positive developments: Nokia's strategic partnership and Nokian Tyres' earnings exceeding expectations, both contributing to share price increases."
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative,negative,0.9,"The statement indicates an expected decrease in operating profit for 2010 compared to 2009, which is a negative financial outcome."
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral,neutral,0.95,"The statement describes a product feature without mentioning any financial performance or impact, making it a factual announcement with no clear sentiment."
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",neutral,neutral,0.9,The statement describes a new feature for customer engagement but lacks any direct reference to financial performance metrics.
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,neutral,1.0,The statement describes financial categories and allocations without indicating any change or outcome in financial performance.
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,0.95,"The financial statement reports a significant increase in operating profit from EUR3.3m to EUR5.3m, indicating positive financial performance."
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",neutral,neutral,0.95,"The statement reports Motorola's current market position and shipment figures without any comparative data or directional cues, making it a factual announcement with no clear positive or negative financial signal."
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,0.7,"The company secured a long-term contract, indicating future business potential."
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",positive,positive,0.95,"The statement indicates a significant financial improvement from a net loss to a net profit, which is a clear positive signal for investors."
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,negative,negative,0.95,"The company experienced a significant decline from net profit to net loss, indicating negative financial performance."
