sentence,true_sentiment,predicted_sentiment,confidence,rationale
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive,positive,0.96,"Both net sales and pretax profit showed notable increases, indicating strong financial performance that is likely favorable for the stock price."
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,positive,0.92,"The statement highlights an 18.5% increase in net sales, indicating strong revenue growth, which is generally favorable for investors."
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,positive,0.96,"Both operating profit and total revenue showed year‑on‑year growth, indicating strong financial performance."
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive,positive,0.96,"Both operating profit and net sales rose compared to the prior period, indicating improved financial performance."
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.96,"Both operating profit and revenue rose compared to the prior period, indicating improved financial performance."
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",positive,positive,0.96,"Both net profit and sales increased year‑over‑year, indicating strong financial performance that is favorable for investors."
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive,positive,0.78,"A year‑over‑year increase in market volume, even modest, signals growing demand and is generally favorable for brewers' revenues."
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive,positive,0.95,"Both cargo revenue and volume showed double‑digit growth, indicating improved operational performance that is favorable for the stock."
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,positive,0.86,"The statement indicates the property portfolio's fair value doubled after the acquisition, signaling a significant asset appreciation that is favorable for investors."
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,positive,0.96,"The company reported a near‑tripling of net profit and plans to increase payouts, which are clearly favorable signals for investors."
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,positive,0.78,"The EPS rose from €1.12 to €1.13, indicating a modest improvement in earnings per share."
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,positive,0.96,"Both commission income and lending volume showed strong double‑digit growth, indicating improved revenue and business activity."
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,positive,0.78,"Both passenger traffic and seat capacity rose, indicating growing demand and operational expansion, which is generally favorable for the stock."
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,positive,0.96,"Both net profit and net sales increased year‑on‑year, indicating strong financial performance that is favorable for investors."
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,positive,0.95,"Both life and non‑life insurance net incomes increased year‑over‑year, indicating improved profitability."
Sales have risen in other export markets .,positive,positive,0.86,"Rising sales in export markets indicate revenue growth, which is generally favorable for investors."
Sales increased due to growing market rates and increased operations .,positive,positive,0.93,"The statement reports higher sales driven by market growth and expanded operations, which is generally favorable for investors."
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,positive,0.86,"Strengthening a long‑term partnership signals strategic stability and potential future growth, which is generally viewed positively by investors."
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,positive,0.92,"A 24.2% year‑over‑year increase in the order book signals strong demand and growth, which is generally favorable for the stock price."
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.92,"Higher demand across markets and a 4% increase in average paper prices suggest revenue growth, which is favorable for investors."
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.96,"The company reported a sharp rise in quarterly net profit, indicating strong earnings growth that is typically viewed favorably by investors."
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,positive,0.95,"All mentioned bank stocks posted price gains, indicating favorable market reaction."
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,0.96,"Earnings nearly doubled and market share growth are strong positive indicators, prompting the stock to rise."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,0.97,"The statement reports a sharp rise in net profit and a substantial dividend increase, both of which are favorable for investors."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,0.86,The statement merely reports a research initiative without indicating any positive or negative economic outcomes.
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,neutral,0.62,"The announcement reports a capital increase via share subscriptions and warrants, which neither clearly benefits nor harms the stock price without additional context."
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,negative,0.62,"The statement signals potential dilution of existing shares, which can be viewed unfavorably by investors."
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,neutral,0.73,"The statement provides only factual information about store count and turnover without indicating growth, decline, or any change that would affect investor sentiment."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,0.96,"The acquisition is expected to boost sales and strengthen market position, which is favorable for the stock."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,0.95,"Net sales increased year‑over‑year, indicating revenue growth which is generally favorable for the stock."
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,0.86,"A 1.7% increase in net sales, even after structural adjustments, signals modest growth and is generally viewed positively by investors."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,0.96,"The company's net profit more than doubled year‑over‑year, indicating strong earnings growth that is favorable for investors."
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,0.95,"Operating profit more than doubled year‑over‑year, indicating strong earnings growth that is favorable for the stock."
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,0.95,"The reported rise in consolidated net operating profit signals improved financial performance, which is generally favorable for the stock price."
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,0.95,"Operating profit rose year‑over‑year, indicating improved financial performance that is generally favorable for investors."
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,0.92,"The statement reports an 11.2% year‑over‑year increase in net sales, indicating revenue growth that is generally viewed positively by investors."
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,0.96,"A 13% increase in net sales signals strong revenue growth, which is generally viewed positively by investors."
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,0.86,"The statement indicates that Biohit will gain more customers through the agreement, suggesting revenue growth and a favorable impact on the stock."
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,0.96,"The statement reports increases in both operating profit and turnover, indicating improved financial performance that is favorable for investors."
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,0.96,"The statement reports revenue growth in both markets, which is generally viewed as favorable for the company's stock price."
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,0.93,"A 7% increase in net sales signals revenue growth, which is generally viewed favorably by investors."
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,0.86,A consistent 10‑15% annual increase in construction volumes signals strong demand and likely revenue growth for related firms.
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,0.95,"The statement forecasts continued sales growth and a transition to profitability, which are favorable signals for investors."
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,0.96,"Operating cash flow rose year‑over‑year, indicating improved cash generation and a favorable signal for investors."
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,0.96,"Operating profit more than doubled, indicating strong earnings growth and likely positive impact on the stock price."
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,0.86,"A 2% year‑over‑year increase in net sales signals modest growth, which is generally viewed positively by investors."
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,0.96,"A 59.8% increase in international sales signals strong revenue growth, which is favorable for the stock price."
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,0.86,"The statement reports a modest increase in net sales year‑over‑year, indicating growth that is generally viewed positively by investors."
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.96,"The statement reports a substantial year‑over‑year increase in net sales, indicating strong revenue growth that is favorable for the stock price."
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.96,"Both net sales and unit deliveries grew substantially year‑on‑year, indicating strong top‑line performance."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,0.78,"Net sales showed a modest increase year‑over‑year, indicating slight growth and a positive signal for investors."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.96,"A 145% jump in operating profit signals strong earnings growth, which is generally favorable for the stock price."
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.96,"An increase in operating profit margin signals improved profitability, which is generally viewed favorably by investors."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.96,"Operating profit more than doubled year‑over‑year, indicating strong financial performance that is favorable for investors."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.96,"Operating profit more than doubled, indicating strong earnings growth that is favorable for investors."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,0.92,"Operating profit rose from EUR 23.0 mn to EUR 24.5 mn, indicating improved earnings and likely positive impact on the stock price."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.86,"The company reported a year‑over‑year increase in net sales, indicating growth that is generally viewed favorably by investors."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.78,"A 2% revenue increase indicates growth, which is generally viewed positively by investors."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.96,Strong year‑on‑year net sales growth of 50% and favorable delivery volumes and pricing indicate clear upside for investors.
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.96,"Operating profit more than tripled year‑on‑year, indicating strong financial performance that is likely to be viewed favorably by investors."
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,0.93,"A 4% sales increase signals growth, which is generally favorable for the stock price."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.86,"The substantial increase in the fair value of investment properties signals asset appreciation, which is generally viewed favorably by investors."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.96,"The statement highlights record net sales for the quarter and an increase in operating margin, both of which are favorable indicators for investors."
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.92,"A 4.5% increase in domestic beer sales indicates revenue growth, which is generally favorable for investors."
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.96,"A 26.9% increase in operating profit signals strong earnings growth, which is generally favorable for the stock price."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.95,"The company reported a notable increase in net profit year‑over‑year, which is generally viewed as favorable news for investors."
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.86,"An increase in order value signals higher future revenue, which is generally viewed favorably by investors."
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.96,"Operating profit more than tripled year‑over‑year, indicating strong financial performance and likely positive impact on the stock price."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.96,"A substantial rise in operating profit signals strong financial performance, which is generally favorable for the stock price."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,0.96,"The statement reports a substantial increase in net sales year‑over‑year, indicating revenue growth that is generally viewed positively by investors."
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,0.96,"Raising the sales growth outlook signals stronger future performance, which is generally favorable for the stock."
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,0.86,"The statement outlines a plan to raise net sales to a higher range, indicating expected revenue growth which is generally positive for investors."
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,0.78,"Both advertising and circulation revenues increased, indicating modest growth that is generally favorable for investors."
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,0.96,"A 42% increase in the order book indicates strong demand growth, which is generally viewed as positive for the stock price."
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,0.95,"A 10% profit increase in H1 signals better earnings, which is generally favorable for the stock price."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,0.96,"The statement reports increases in both operating profit and net sales, which are favorable indicators for investors."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,0.96,"The statement reports higher operating profit and net sales versus the prior year, indicating growth that is favorable for the stock."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,0.95,"The statement reports higher operating profit and net sales versus the prior year, indicating improved financial performance."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,0.96,"The statement reports increases in both operating profit and net sales, which are favorable indicators for investors."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,0.96,"Both operating profit and net sales grew year‑over‑year, indicating improved financial performance that is favorable for investors."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,0.96,"The statement reports higher operating profit and net sales versus the prior year, indicating improved financial performance."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.96,"The statement reports increases in both operating profit and net sales, which are favorable indicators for investors."
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,0.96,"The statement reports higher operating profit and net sales versus the prior year, indicating improved financial performance."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.96,"The statement reports higher operating profit and net sales versus the prior year, indicating improved financial performance."
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.96,"The statement reports increases in both operating profit and net sales, which are favorable indicators for investors."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,0.96,"The statement reports increases in both operating profit and net sales versus the prior year, which is generally viewed as favorable for the stock."
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.96,"The statement reports increases in both operating profit and sales, which are favorable indicators for investors."
