sentence,true_sentiment,predicted_sentiment,confidence,rationale,path_scores,full_response
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",positive,positive,0.95,"The dividend increase from EUR0.08 to EUR0.12 per share signals stronger cash flow and profitability, which is typically viewed positively by investors. No negative financial indicators are present, and the statement lacks neutralizing factors.","{'positive': 0.95, 'negative': 0.1, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The dividend increase from EUR0.08 to EUR0.12 per share signals stronger cash flow and profitability, which is typically viewed positively by investors. No negative financial indicators are present, and the statement lacks neutralizing factors."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.1,
        ""neutral"": 0.3
    }
}"
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive,positive,0.9,"The statement highlights significant subscriber base growth (16.1% increase) and a rise in market share (23% to 24%), which are strong indicators of business expansion and competitive positioning. These metrics directly align with positive financial performance and investor confidence.","{'positive': 0.9, 'negative': 0.2, 'neutral': 0.6}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.9,
    ""rationale"": ""The statement highlights significant subscriber base growth (16.1% increase) and a rise in market share (23% to 24%), which are strong indicators of business expansion and competitive positioning. These metrics directly align with positive financial performance and investor confidence."",
    ""path_scores"": {
        ""positive"": 0.9,
        ""negative"": 0.2,
        ""neutral"": 0.6
    }
}"
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",positive,positive,0.95,"The statement shows significant growth in both life and non-life insurance net income (doubling and rising from previous periods), which directly indicates financial improvement. No negative financial indicators are present, making positive the strongest hypothesis.","{'positive': 0.95, 'negative': 0.05, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement shows significant growth in both life and non-life insurance net income (doubling and rising from previous periods), which directly indicates financial improvement. No negative financial indicators are present, making positive the strongest hypothesis."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.05,
        ""neutral"": 0.3
    }
}"
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive,positive,0.95,"The statement highlights significant growth in both net sales (EUR193.3m vs EUR179.9m) and pretax profit (34.2% increase to EUR43.1m), which are strong positive financial indicators. These metrics directly align with investor interests in revenue growth and profitability. No negative financial signals (losses, declines, etc.) are present to contradict this. The exchange rate note provides context but does not override the positive performance metrics.","{'positive': 0.95, 'negative': 0.15, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights significant growth in both net sales (EUR193.3m vs EUR179.9m) and pretax profit (34.2% increase to EUR43.1m), which are strong positive financial indicators. These metrics directly align with investor interests in revenue growth and profitability. No negative financial signals (losses, declines, etc.) are present to contradict this. The exchange rate note provides context but does not override the positive performance metrics."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.15,
        ""neutral"": 0.3
    }
}"
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,positive,0.9,"The statement highlights a significant 18.5% surge in net sales, which is a strong positive indicator. While 12.2% of sales are attributed to 2009 acquisitions, this does not contradict the overall positive trend. The focus on growth (surged) and absolute revenue increase (EUR167.8m) outweighs any neutral factors, making the positive sentiment most supported.","{'positive': 0.9, 'negative': 0.2, 'neutral': 0.6}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.9,
    ""rationale"": ""The statement highlights a significant 18.5% surge in net sales, which is a strong positive indicator. While 12.2% of sales are attributed to 2009 acquisitions, this does not contradict the overall positive trend. The focus on growth (surged) and absolute revenue increase (EUR167.8m) outweighs any neutral factors, making the positive sentiment most supported."",
    ""path_scores"": {
        ""positive"": 0.9,
        ""negative"": 0.2,
        ""neutral"": 0.6
    }
}"
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,positive,0.95,"The statement highlights significant year-on-year growth in both operating profit (18% increase) and total revenue (3% increase), which are strong positive indicators for investor sentiment. No negative financial signals or deterioration are mentioned, making the positive classification the most supported.","{'positive': 0.95, 'negative': 0.2, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights significant year-on-year growth in both operating profit (18% increase) and total revenue (3% increase), which are strong positive indicators for investor sentiment. No negative financial signals or deterioration are mentioned, making the positive classification the most supported."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.2,
        ""neutral"": 0.3
    }
}"
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The statement highlights increases in both operating profit (EUR13.6m) and net sales (EUR394.7m) compared to 2005, which are strong indicators of financial health and growth. There is no mention of negative factors like declines, losses, or cost increases. The positive trends in key metrics outweigh neutral or negative interpretations.","{'positive': 0.95, 'negative': 0.2, 'neutral': 0.5}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights increases in both operating profit (EUR13.6m) and net sales (EUR394.7m) compared to 2005, which are strong indicators of financial health and growth. There is no mention of negative factors like declines, losses, or cost increases. The positive trends in key metrics outweigh neutral or negative interpretations."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.2,
        ""neutral"": 0.5
    }
}"
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The statement highlights clear increases in both operating profit (EUR1.2m) and revenue (EUR20.2m) compared to 2005, which are strong positive indicators of financial performance. There is no mention of negative factors, making the positive sentiment the most supported hypothesis.","{'positive': 0.95, 'negative': 0.05, 'neutral': 0.2}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights clear increases in both operating profit (EUR1.2m) and revenue (EUR20.2m) compared to 2005, which are strong positive indicators of financial performance. There is no mention of negative factors, making the positive sentiment the most supported hypothesis."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.05,
        ""neutral"": 0.2
    }
}"
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",positive,positive,0.95,"The statement highlights significant year-over-year increases in both net profit (11.4%) and sales (13.8%), which are strong indicators of financial performance improvement. These metrics directly align with positive sentiment for investors, as they suggest growth and operational efficiency. No negative or neutral factors are present in the statement.","{'positive': 0.95, 'negative': 0.1, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights significant year-over-year increases in both net profit (11.4%) and sales (13.8%), which are strong indicators of financial performance improvement. These metrics directly align with positive sentiment for investors, as they suggest growth and operational efficiency. No negative or neutral factors are present in the statement."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.1,
        ""neutral"": 0.3
    }
}"
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive,positive,0.7,"The statement highlights a 0.8% year-over-year increase in the Lithuanian beer market, which indicates growth despite the modest percentage. While the rise is small, it still signals positive market dynamics. No negative financial indicators (e.g., declines, losses) are present, and the neutral hypothesis is weakened by the explicit mention of growth. The positive sentiment is further supported by the association's reporting of member results, implying industry stability.","{'positive': 0.7, 'negative': 0.2, 'neutral': 0.5}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.7,
    ""rationale"": ""The statement highlights a 0.8% year-over-year increase in the Lithuanian beer market, which indicates growth despite the modest percentage. While the rise is small, it still signals positive market dynamics. No negative financial indicators (e.g., declines, losses) are present, and the neutral hypothesis is weakened by the explicit mention of growth. The positive sentiment is further supported by the association's reporting of member results, implying industry stability."",
    ""path_scores"": {
        ""positive"": 0.7,
        ""negative"": 0.2,
        ""neutral"": 0.5
    }
}"
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive,positive,0.95,"The statement highlights clear revenue and volume growth (5.4% and 2.4% increases) without any negative financial indicators, strongly suggesting positive performance. Negative and neutral hypotheses lack supporting evidence.","{'positive': 0.95, 'negative': 0.1, 'neutral': 0.45}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights clear revenue and volume growth (5.4% and 2.4% increases) without any negative financial indicators, strongly suggesting positive performance. Negative and neutral hypotheses lack supporting evidence."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.1,
        ""neutral"": 0.45
    }
}"
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,positive,0.95,"The statement highlights a doubling of the property portfolio's fair value due to a strategic acquisition, which is a clear indicator of positive financial growth. The numerical increase from EUR 1,259.7 million to EUR 2,686.2 million (assuming formatting error) strongly supports this positive sentiment. No negative or neutral indicators are present.","{'positive': 0.95, 'negative': 0.2, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights a doubling of the property portfolio's fair value due to a strategic acquisition, which is a clear indicator of positive financial growth. The numerical increase from EUR 1,259.7 million to EUR 2,686.2 million (assuming formatting error) strongly supports this positive sentiment. No negative or neutral indicators are present."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.2,
        ""neutral"": 0.3
    }
}"
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,positive,0.95,"The statement highlights a tripling of net profit (EUR297.3m vs EUR107.1m) and a proposed increased payout, which are strong positive financial indicators. These developments signal improved profitability and shareholder returns, outweighing any potential neutral factors.","{'positive': 0.95, 'negative': 0.2, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights a tripling of net profit (EUR297.3m vs EUR107.1m) and a proposed increased payout, which are strong positive financial indicators. These developments signal improved profitability and shareholder returns, outweighing any potential neutral factors."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.2,
        ""neutral"": 0.3
    }
}"
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,positive,0.85,"The EPS increased by 0.01 EUR (0.9%) year-over-year, which is a clear indicator of improved profitability. While the increase is modest, it still represents positive financial performance. No negative or neutral factors are present in the statement.","{'positive': 0.85, 'negative': 0.15, 'neutral': 0.4}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.85,
    ""rationale"": ""The EPS increased by 0.01 EUR (0.9%) year-over-year, which is a clear indicator of improved profitability. While the increase is modest, it still represents positive financial performance. No negative or neutral factors are present in the statement."",
    ""path_scores"": {
        ""positive"": 0.85,
        ""negative"": 0.15,
        ""neutral"": 0.4
    }
}"
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,positive,0.95,"The statement highlights significant growth in both commission income (22% increase) and lending volume (13.5% rise), which are strong positive indicators for financial performance. These metrics directly align with investor interests in revenue growth and business expansion. No negative or neutral factors are mentioned to contradict this interpretation.","{'positive': 0.95, 'negative': 0.05, 'neutral': 0.2}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights significant growth in both commission income (22% increase) and lending volume (13.5% rise), which are strong positive indicators for financial performance. These metrics directly align with investor interests in revenue growth and business expansion. No negative or neutral factors are mentioned to contradict this interpretation."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.05,
        ""neutral"": 0.2
    }
}"
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,positive,0.8,"The statement highlights growth in both revenue passenger kilometers (RPK) and available seat kilometers (ASK), which are key indicators of demand and capacity. While the 3.2% RPK increase is modest, the 12.2% ASK growth suggests expansion, which could signal optimism about future revenue potential. The absence of negative financial terms (e.g., losses, declines) and the focus on growth metrics strongly support a positive sentiment. Neutral arguments are weakened by the explicit mention of growth, and negative claims lack supporting evidence.","{'positive': 0.8, 'negative': 0.2, 'neutral': 0.5}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.8,
    ""rationale"": ""The statement highlights growth in both revenue passenger kilometers (RPK) and available seat kilometers (ASK), which are key indicators of demand and capacity. While the 3.2% RPK increase is modest, the 12.2% ASK growth suggests expansion, which could signal optimism about future revenue potential. The absence of negative financial terms (e.g., losses, declines) and the focus on growth metrics strongly support a positive sentiment. Neutral arguments are weakened by the explicit mention of growth, and negative claims lack supporting evidence."",
    ""path_scores"": {
        ""positive"": 0.8,
        ""negative"": 0.2,
      "
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,positive,0.95,"The statement shows clear growth in both net profit (14% YoY increase) and net sales (up from EUR 487.7M to EUR 525.3M), which are strong positive financial indicators. No negative factors are present, making the positive hypothesis the strongest.","{'positive': 0.95, 'negative': 0.2, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement shows clear growth in both net profit (14% YoY increase) and net sales (up from EUR 487.7M to EUR 525.3M), which are strong positive financial indicators. No negative factors are present, making the positive hypothesis the strongest."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.2,
        ""neutral"": 0.3
    }
}"
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,positive,0.9,"The statement shows clear increases in net income for both life and non-life insurance segments, indicating improved profitability. This directly supports positive sentiment as higher earnings typically signal strong financial performance and investor confidence.","{'positive': 0.9, 'negative': 0.2, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.9,
    ""rationale"": ""The statement shows clear increases in net income for both life and non-life insurance segments, indicating improved profitability. This directly supports positive sentiment as higher earnings typically signal strong financial performance and investor confidence."",
    ""path_scores"": {
        ""positive"": 0.9,
        ""negative"": 0.2,
        ""neutral"": 0.3
    }
}"
Sales have risen in other export markets .,positive,positive,0.8,"The statement directly mentions 'sales have risen,' which is a clear positive indicator. While the mention of 'other export markets' could imply limited scope, the overall sentiment is unambiguously positive without contradicting evidence. Negative and neutral hypotheses lack supporting evidence.","{'positive': 0.8, 'negative': 0.2, 'neutral': 0.5}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.8,
    ""rationale"": ""The statement directly mentions 'sales have risen,' which is a clear positive indicator. While the mention of 'other export markets' could imply limited scope, the overall sentiment is unambiguously positive without contradicting evidence. Negative and neutral hypotheses lack supporting evidence."",
    ""path_scores"": {
        ""positive"": 0.8,
        ""negative"": 0.2,
        ""neutral"": 0.5
    }
}"
Sales increased due to growing market rates and increased operations .,positive,positive,0.9,"The statement explicitly mentions 'sales increased,' which is a clear positive indicator. The factors cited (growing market rates and increased operations) are typically associated with revenue growth. No negative financial deterioration signals are present, making the positive hypothesis the strongest.","{'positive': 0.9, 'negative': 0.2, 'neutral': 0.5}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.9,
    ""rationale"": ""The statement explicitly mentions 'sales increased,' which is a clear positive indicator. The factors cited (growing market rates and increased operations) are typically associated with revenue growth. No negative financial deterioration signals are present, making the positive hypothesis the strongest."",
    ""path_scores"": {
        ""positive"": 0.9,
        ""negative"": 0.2,
        ""neutral"": 0.5
    }
}"
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,positive,0.95,"The statement explicitly uses 'strengthens' and references a 'long-term partnership,' which are strong positive indicators. There is no evidence of financial deterioration or neutral impact, making the positive hypothesis the most supported.","{'positive': 0.95, 'negative': 0.2, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement explicitly uses 'strengthens' and references a 'long-term partnership,' which are strong positive indicators. There is no evidence of financial deterioration or neutral impact, making the positive hypothesis the most supported."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.2,
        ""neutral"": 0.3
    }
}"
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,positive,0.9,"The statement highlights a 24.2% year-over-year increase in the order book, which is a strong indicator of business growth and demand. International orders also show expansion, both of which are positive signals for investors. No negative financial indicators are present.","{'positive': 0.9, 'negative': 0.2, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.9,
    ""rationale"": ""The statement highlights a 24.2% year-over-year increase in the order book, which is a strong indicator of business growth and demand. International orders also show expansion, both of which are positive signals for investors. No negative financial indicators are present."",
    ""path_scores"": {
        ""positive"": 0.9,
        ""negative"": 0.2,
        ""neutral"": 0.3
    }
}"
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.95,"The statement highlights increased demand across all main markets and a 4% price hike, both of which are strong indicators of improved market position and pricing power. These factors directly contribute to higher revenues and profitability, making the news positively impactful for investors. No negative or neutral signals are present.","{'positive': 0.95, 'negative': 0.2, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights increased demand across all main markets and a 4% price hike, both of which are strong indicators of improved market position and pricing power. These factors directly contribute to higher revenues and profitability, making the news positively impactful for investors. No negative or neutral signals are present."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.2,
        ""neutral"": 0.3
    }
}"
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.95,"The statement highlights a significant surge in net profit (euro603M vs. euro172M) and earnings per share (€3.33 vs. €0.94), which are strong positive financial indicators. There is no mention of losses, declines, or other negative factors. The positive trend directly benefits investors.","{'positive': 0.95, 'negative': 0.2, 'neutral': 0.3}","{
    ""sentiment"": ""positive"",
    ""confidence"": 0.95,
    ""rationale"": ""The statement highlights a significant surge in net profit (euro603M vs. euro172M) and earnings per share (€3.33 vs. €0.94), which are strong positive financial indicators. There is no mention of losses, declines, or other negative factors. The positive trend directly benefits investors."",
    ""path_scores"": {
        ""positive"": 0.95,
        ""negative"": 0.2,
        ""neutral"": 0.3
    }
}"
