sentence,true_risk,predicted_risk,confidence,rationale
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,positive,0.95,"The statement highlights increased demand across all main markets and a 4% price hike, indicating strong market demand and potential revenue growth, which reduce investment risk."
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,positive,0.95,"The financial statement highlights a significant surge in net profit and earnings per share, indicating strong profitability growth. This signals reduced investment risk through improved financial performance and potential for future growth."
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,positive,0.8,"The statement reports stock price increases (1.2%, 2%, 1.7%) for major banks, indicating positive market sentiment and potential for capital appreciation, which reduces investment risk."
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,positive,0.95,"The financial statement highlights doubled third-quarter earnings and increased global handset market share, which are strong performance indicators signaling reduced investment risk through revenue growth and market expansion."
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,positive,0.95,"The financial statement shows significant net profit growth (SEK6.745bn vs SEK1.114bn) and a substantial dividend increase, indicating strong profitability and positive operational performance, which reduce investment risk."
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,neutral,0.7,"The statement describes a research scenario analysis commissioned by Alma Media's newspapers, which is informational and does not directly indicate financial performance risks or opportunities. It reflects routine academic collaboration rather than current operational or market risks."
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,neutral,0.7,"The statement describes a routine share subscription and capital increase without direct financial performance metrics. While warrant programs may signal investor confidence, the absence of explicit revenue/profit data or risk factors keeps the risk classification neutral."
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,neutral,0.95,"The statement provides routine information about stock option plan parameters without indicating revenue growth, profit changes, market risks, or operational challenges. It lacks direct implications for investment risk."
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,positive,0.7,"The statement highlights market expansion (operations in six countries) and a concrete revenue figure, which signals growth potential and operational scale. While no profit metrics are provided, the geographic diversification reduces risk compared to a single-market focus."
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,0.95,"The statement highlights significant revenue growth (increased sales) and enhanced market position through acquisition, which are clear positive signals for investment risk reduction in the Russian metal coatings market."
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,positive,0.95,"The financial statement shows a 6.7% year-over-year increase in net sales (EUR 505.4 mn vs. EUR 473.5 mn), indicating revenue growth. This growth signals improved operational performance and market demand, which reduces investment risk by demonstrating the company's ability to generate consistent revenue."
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,0.8,"The statement indicates net sales growth (1.7%) after adjusting for structural changes, signaling revenue expansion. This reflects positive performance despite modest growth, with no mention of losses or operational risks."
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,positive,0.9,"The financial statement shows a significant increase in net profit (EUR2.1m vs EUR995,000), indicating improved financial performance and reduced investment risk. This profit growth aligns with positive signals of operational efficiency and revenue expansion."
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,positive,0.95,"The operating profit increase from EUR 8.2m to EUR 17.5m indicates improved operational efficiency and revenue generation, directly reducing investment risk by demonstrating financial health and growth potential."
Finnish Bank of +land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,positive,0.95,"The financial statement shows a 33% increase in consolidated net operating profit, indicating improved operational performance and stronger earnings growth, which directly reduces investment risk by demonstrating financial health and profitability."
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,positive,0.95,"The financial statement shows a 19% increase in operating profit (EUR 44.4 mn vs. EUR 37.3 mn) over the same period in 2008, indicating strong performance and reduced investment risk through improved profitability."
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,positive,0.95,"The 11.2% year-over-year increase in net sales indicates revenue growth, a key positive signal for investment risk reduction. No negative factors or neutral information are mentioned in the statement."
Net sales of Finnish food industry company L+nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,positive,0.9,"The 13% increase in net sales indicates revenue growth, a positive signal for investment risk reduction, as it suggests market expansion or improved performance in continuing operations."
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,positive,0.95,"The statement indicates market expansion through customer base growth via a new agreement, signaling revenue opportunity and reduced investment risk. The forward-looking expansion expectation aligns with positive risk factors."
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The financial statement shows clear growth in both operating profit (EUR0.9m) and turnover (EUR8.3m) compared to 2005, indicating strong performance and reduced investment risk through revenue and profitability expansion."
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,0.9,"The statement shows revenue growth (5% in Finland, 4% in Sweden) in 2008, which aligns with positive signals of market expansion and strong performance, indicating reduced investment risk."
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,positive,0.95,"The 7.0% increase in net sales indicates revenue growth, a positive signal that reduces investment risk by demonstrating market expansion and strong performance."
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,positive,0.95,"The statement indicates sustained revenue growth (10-15% annual increase in construction volumes), which aligns with positive signals of market expansion and operational strength, directly reducing investment risk."
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,positive,0.95,"The statement highlights expected revenue growth and profit generation in 2009, which are strong positive signals indicating improved financial performance and reduced investment risk."
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,positive,0.95,"The increase in operating cash flow from EUR97m to EUR121m indicates improved operational efficiency and stronger cash generation, which reduces investment risk by demonstrating financial stability and growth potential."
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,positive,0.95,"The significant increase in operating profit from EUR 70,000 to EUR 190,000 indicates improved operational efficiency and stronger financial performance, which reduces investment risk by demonstrating revenue growth and cost management effectiveness."
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,positive,0.95,"The financial statement shows a 2% increase in net sales, indicating revenue growth which reduces investment risk. This aligns with 'positive' criteria as it signals strong performance and potential for future profitability."
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,0.95,"The 59.8% growth in international sales indicates strong market expansion and revenue diversification, which reduces investment risk by demonstrating scalable growth and geographic resilience."
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,positive,0.95,"The statement indicates net sales growth from 401 million in 2006 to 585 million, signaling revenue expansion and reduced investment risk through positive performance metrics."
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.95,"The financial statement shows a significant increase in net sales (EUR655m vs. EUR438m YoY), indicating revenue growth and strong market performance, which reduces investment risk by demonstrating improved operational effectiveness and demand for the company's products/services."
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.95,"The financial statement shows strong year-on-year revenue growth (25.5%) and a significant increase in units delivered (41%), indicating robust sales performance and market demand expansion, which reduce investment risk."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,0.8,"The financial statement shows a slight increase in net sales (EUR 93.6 mn vs. EUR 93.2 mn), indicating minimal revenue growth. While the increase is small, it signals stable or improving performance, which reduces investment risk compared to declining sales or losses."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.95,"The 145.1% increase in operating profit to EUR 8.3 mn demonstrates strong operational performance and revenue growth, directly reducing investment risk by showcasing improved profitability and efficiency."
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.85,"The increase in operating profit margin indicates improved operational efficiency and cost management, which reduces investment risk by enhancing profitability and financial stability."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.95,"Operating profit increased significantly from EUR 1.22 mn to EUR 3.11 mn, indicating improved operational efficiency and profitability, which reduces investment risk by demonstrating strong financial performance."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.95,"The increase in operating profit from EUR 2.8m to EUR 5m signals improved operational efficiency and revenue generation, reducing investment risk through stronger financial performance."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,0.95,"The operating profit increase from EUR 23.0 mn to EUR 24.5 mn indicates stronger core business performance, signaling reduced investment risk through improved profitability."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.9,"The financial statement shows a 3.3% year-over-year increase in net sales, indicating revenue growth and strong performance, which reduces investment risk."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.9,"Revenue growth of 2% (from $569 million to $743 million) indicates improving top-line performance, signaling reduced investment risk through consistent sales growth."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.95,"The financial statement highlights significant year-on-year sales growth (50% increase) and favorable development in delivery volumes and pricing, which are strong indicators of improved performance and reduced investment risk."
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.95,"The financial statement shows a significant year-on-year increase in operating profit (EUR 15.86 mn vs. EUR 4.14 mn), indicating improved operational efficiency and revenue generation, which reduces investment risk."
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,0.95,"The 4% sales increase indicates revenue growth, a positive signal that reduces investment risk by demonstrating market demand and operational effectiveness."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.95,"The significant increase in fair value of investment properties signals strong asset performance and potential revenue growth, indicating reduced investment risk through market expansion and effective asset management."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.95,"The statement highlights net sales growth (best quarter of 2009) and improved operating margin (12.2%), both indicating stronger revenue performance and cost efficiency, which reduce investment risk."
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.95,"The 4.5% sales growth indicates strong domestic market performance and revenue expansion, which reduces investment risk by demonstrating consistent demand and operational effectiveness."
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.95,"The 26.9% increase in operating profit demonstrates strong financial performance and operational efficiency, which reduces investment risk by indicating sustained profitability and growth potential."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.9,"The financial statement shows a significant increase in net profit (EUR18.9m vs. EUR15.1m) over the same period last year, indicating strong performance and reduced investment risk. This profit growth aligns with positive signals like revenue improvement and operational efficiency."
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.9,"The increase in orders (EUR 1.9 bn) indicates potential revenue growth and market demand, which reduces investment risk through positive performance signals."
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.9,"The operating profit increased significantly from EUR 6.1 mn to EUR 21.3 mn, indicating strong performance and reduced investment risk through revenue growth and improved operational efficiency."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.95,"The financial statement shows a significant increase in operating profit (EUR 47.0 mn vs. EUR 6.6 mn), indicating strong performance and reduced investment risk. This growth aligns with positive signals like profit expansion, suggesting improved operational efficiency and potential for future growth."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,0.95,"The financial statement shows a 36% increase in net sales (EUR 51.3 mn vs. EUR 37.5 mn), indicating revenue growth and market expansion, which reduces investment risk by demonstrating strong performance and potential for future profitability."
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,0.95,"The financial statement indicates upward revision of net sales growth (25% to 35%), signaling improved revenue expectations and potential for higher profitability, which reduces investment risk through positive performance signals."
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,0.95,"The statement indicates planned revenue growth (EUR 80mn to EUR 100mn) which signals market expansion and operational confidence, directly reducing investment risk through increased sales potential."
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,0.95,"The statement shows revenue growth in both advertising (3.4%) and circulation (0.4%), indicating expanding business activity and reduced investment risk through consistent revenue increases."
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,0.95,"The 42% year-over-year growth in the order book indicates strong demand and potential revenue growth, which reduces investment risk by signaling market expansion and improved performance."
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,0.95,"The statement highlights a 10% profit increase in H1, indicating strong financial performance and reduced investment risk. This growth signals operational efficiency and potential market expansion, aligning with 'positive' criteria."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,0.95,"The financial statement shows growth in both operating profit (EUR10.5m) and net sales (EUR28.8m) compared to 2004, indicating improved performance and reduced investment risk through revenue and profitability expansion."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,0.95,"The financial statement shows clear growth in both operating profit (EUR20.8m) and net sales (EUR177.7m) compared to 2004, indicating strong revenue and profitability improvements that reduce investment risk."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,0.95,"The financial statement shows explicit growth in both operating profit (EUR21.5m) and net sales (EUR196.1m) compared to 2005, directly indicating improved financial performance and reduced investment risk through revenue and profitability expansion."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,0.95,"The financial statement shows clear growth in both operating profit (EUR4.7m) and net sales (EUR26.7m) compared to 2004, indicating strong revenue growth and improved profitability, which directly reduce investment risk."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,0.85,"The financial statement shows growth in both operating profit (26.6%) and net sales (3.4%) compared to 2006, indicating improved operational efficiency and revenue performance, which are positive signals for investment risk reduction."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"The financial statement shows clear growth in both operating profit and net sales compared to 2007, indicating strong performance and reduced investment risk through revenue and profitability expansion."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The financial statement shows growth in both operating profit and net sales compared to 2005, indicating strong performance and reduced investment risk through revenue and profitability increases."
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,0.95,"The financial statement reports growth in both operating profit (EUR18.1m) and net sales (EUR127.6m) compared to 2006, indicating strong revenue and profitability improvements. These metrics align with 'positive' criteria as they signal reduced investment risk through consistent performance growth."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The financial statement shows growth in both net sales (EUR655.5m) and operating profit (EUR7.5m) compared to 2005, indicating revenue growth and improved operational efficiency. These metrics align with positive signals that reduce investment risk by demonstrating consistent performance and profitability."
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The financial statement shows growth in both operating profit (EUR15.1m) and net sales (EUR131.5m) compared to 2005, indicating strong revenue growth and improved profitability, which are positive signals for reduced investment risk."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,0.95,"The financial statement shows growth in both operating profit and net sales compared to the prior year quarter, indicating strong performance and reduced investment risk through revenue and profit expansion."
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The financial statement shows growth in both operating profit and sales compared to 2005, indicating improved performance and reduced investment risk through revenue and profitability expansion."
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,positive,0.95,"The statement shows growth in both operating profit (EUR2.4m) and turnover (EUR43.8m) compared to the prior year period, indicating revenue growth and improved profitability. These are clear positive signals of strong financial performance and reduced investment risk."
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"The statement shows growth in both operating profit (EUR17.6m) and turnover (EUR1149.9m) compared to 2007, indicating improved financial performance and reduced investment risk through revenue and profitability expansion."
